"game_id","season","week","season_type","start_date","start_time_tbd","neutral_site","conference_game","attendance","venue_id","venue","home_id","home_team","home_conference","home_points","home_post_win_prob","away_id","away_team","away_conference","away_points","away_post_win_prob","excitement_index","PBP"
401256109,2020,1,"postseason","2021-01-02T17:00:00.000Z",FALSE,TRUE,FALSE,NA,3712,"EverBank Field",96,"Kentucky","SEC",23,0.734305359,152,"NC State","ACC",21,0.265694641,6.400511548,TRUE
401256110,2020,1,"postseason","2021-01-02T17:30:00.000Z",FALSE,TRUE,FALSE,NA,3886,"Raymond James Stadium",84,"Indiana","Big Ten",20,0.113327227,145,"Ole Miss","SEC",26,0.886672773,6.514202968,TRUE
401256111,2020,1,"postseason","2021-01-02T21:00:00.000Z",FALSE,TRUE,FALSE,NA,3970,"University of Phoenix Stadium",66,"Iowa State","Big 12",34,0.885625181,2483,"Oregon","Pac-12",17,0.114374819,4.426675965,TRUE
401256112,2020,1,"postseason","2021-01-03T01:00:00.000Z",FALSE,TRUE,FALSE,NA,3948,"Hard Rock Stadium",153,"North Carolina","ACC",27,0.077747685,245,"Texas A&M","SEC",41,0.922252315,7.278217695,TRUE
401240174,2020,1,"postseason","2021-01-12T01:00:00.000Z",FALSE,TRUE,FALSE,NA,3948,"Hard Rock Stadium",333,"Alabama","SEC",NA,NA,194,"Ohio State","Big Ten",NA,NA,NA,TRUE
401234559,2020,2,"regular","2020-09-11T00:00:00.000Z",FALSE,FALSE,FALSE,NA,3948,"Hard Rock Stadium",2390,"Miami","ACC",31,0.997841811,5,"UAB","Conference USA",14,0.002158189,3.686792617,TRUE
401236053,2020,2,"regular","2020-09-12T16:00:00.000Z",FALSE,FALSE,FALSE,NA,3636,"Bill Snyder Family Football Stadium",2306,"Kansas State","Big 12",31,0.365259436,2032,"Arkansas State","Sun Belt",35,0.634740564,7.19830253,TRUE
401234565,2020,2,"regular","2020-09-12T16:00:00.000Z",FALSE,FALSE,TRUE,NA,3787,"Kenan Memorial Stadium",153,"North Carolina","ACC",31,0.998956191,183,"Syracuse","ACC",6,0.001043809,3.297853698,TRUE
401236221,2020,2,"regular","2020-09-12T16:00:00.000Z",FALSE,FALSE,FALSE,NA,3772,"Jack Trice Stadium",66,"Iowa State","Big 12",14,0.131293907,309,"Louisiana","Sun Belt",31,0.868706093,4.777614325,TRUE
401236038,2020,2,"regular","2020-09-12T16:00:00.000Z",FALSE,FALSE,FALSE,NA,3842,"Mountaineer Field at Milan Puskar Stadium",277,"West Virginia","Big 12",56,0.998529018,2198,"Eastern Kentucky",NA,10,0.001470982,1.052070772,TRUE
401236081,2020,2,"regular","2020-09-12T16:00:00.000Z",FALSE,FALSE,FALSE,NA,3792,"Kidd Brewer Stadium",2026,"Appalachian State","Sun Belt",35,0.998940561,2429,"Charlotte","Conference USA",20,0.001059439,5.099405816,TRUE
401240113,2020,2,"regular","2020-09-12T17:30:00.000Z",FALSE,FALSE,FALSE,NA,3841,"Blaik Field at Michie Stadium",349,"Army","FBS Independents",37,0.998545657,2433,"Louisiana Monroe","Sun Belt",7,0.001454343,1.75999245,TRUE
401234574,2020,2,"regular","2020-09-12T18:30:00.000Z",FALSE,FALSE,TRUE,NA,3855,"Notre Dame Stadium",87,"Notre Dame","FBS Independents",27,0.950425068,150,"Duke","ACC",13,0.049574932,3.637262785,TRUE
401207113,2020,2,"regular","2020-09-12T19:30:00.000Z",FALSE,FALSE,FALSE,NA,3644,"Jim Wacker Field at Bobcat Stadium",326,"Texas State","Sun Belt",48,0.084481167,2636,"UT San Antonio","Conference USA",51,0.915518833,8.096841056,TRUE
401234563,2020,2,"regular","2020-09-12T20:00:00.000Z",FALSE,FALSE,TRUE,NA,3697,"Bobby Bowden Field at Doak Campbell Stadium",52,"Florida State","ACC",13,0.044808908,59,"Georgia Tech","ACC",16,0.955191092,5.803834513,TRUE
401240233,2020,2,"regular","2020-09-12T20:00:00.000Z",FALSE,FALSE,FALSE,NA,3752,"Heinz Field",221,"Pittsburgh","ACC",55,0.998969319,2046,"Austin Peay",NA,0,0.001030681,1.157122642,TRUE
401215298,2020,2,"regular","2020-09-12T20:14:00.000Z",FALSE,FALSE,FALSE,NA,3608,"Paulson Stadium",290,"Georgia Southern","Sun Belt",27,0.691092409,2097,"Campbell",NA,26,0.308907591,6.934493024,TRUE
401236054,2020,2,"regular","2020-09-12T23:00:00.000Z",FALSE,FALSE,FALSE,NA,3835,"Gaylord Family Oklahoma Memorial Stadium",201,"Oklahoma","Big 12",48,0.998971322,2623,"Missouri State",NA,0,0.001028678,1.013480793,TRUE
401240039,2020,2,"regular","2020-09-12T23:00:00.000Z",FALSE,FALSE,FALSE,NA,3886,"Raymond James Stadium",58,"South Florida","American Athletic",27,0.337149202,2643,"The Citadel",NA,6,0.662850798,2.973738835,TRUE
401239973,2020,2,"regular","2020-09-12T23:30:00.000Z",FALSE,FALSE,FALSE,NA,6526,"Hancock Whitney Stadium",6,"South Alabama","Sun Belt",24,0.630439865,2655,"Tulane","American Athletic",27,0.369560135,8.417797342,TRUE
401234562,2020,2,"regular","2020-09-12T23:30:00.000Z",FALSE,FALSE,TRUE,NA,3630,"BB&T Field",154,"Wake Forest","ACC",13,0.000683002,228,"Clemson","ACC",37,0.999316998,0.291991088,TRUE
401236039,2020,2,"regular","2020-09-13T00:00:00.000Z",FALSE,FALSE,FALSE,NA,3784,"Jones AT&T Stadium",2641,"Texas Tech","Big 12",35,0.946182389,2277,"Houston Baptist",NA,33,0.053817611,2.159758469,TRUE
401236222,2020,2,"regular","2020-09-13T00:00:00.000Z",FALSE,FALSE,FALSE,NA,3910,"Darrell K Royal-Texas Memorial Stadium",251,"Texas","Big 12",59,0.998957905,2638,"UTEP","Conference USA",3,0.001042095,1.018051673,TRUE
401234564,2020,2,"regular","2020-09-13T00:00:00.000Z",FALSE,FALSE,FALSE,NA,3873,"Papa John's Cardinal Stadium",97,"Louisville","ACC",35,0.997623556,98,"Western Kentucky","Conference USA",21,0.002376444,2.872543934,TRUE
401236658,2020,2,"regular","2020-09-13T02:00:00.000Z",FALSE,FALSE,FALSE,NA,3833,"Memorial Stadium",2305,"Kansas","Big 12",23,0.104609075,324,"Coastal Carolina","Sun Belt",38,0.895390925,3.311818987,TRUE
401240126,2020,3,"regular","2020-09-18T23:30:00.000Z",FALSE,FALSE,FALSE,NA,3654,"Brooks Stadium",324,"Coastal Carolina","Sun Belt",43,0.998930884,2097,"Campbell",NA,21,0.001069116,1.547146072,TRUE
401212541,2020,3,"regular","2020-09-19T16:00:00.000Z",FALSE,FALSE,FALSE,NA,3854,"Nippert Stadium",2132,"Cincinnati","American Athletic",55,0.998825357,2046,"Austin Peay",NA,20,0.001174643,1.109657209,TRUE
401207124,2020,3,"regular","2020-09-19T16:00:00.000Z",FALSE,FALSE,FALSE,NA,3796,"Houchens Industries-L. T. Smith Stadium",98,"Western Kentucky","Conference USA",24,0.340749943,2335,"Liberty","FBS Independents",30,0.659250057,5.977605366,TRUE
401215301,2020,3,"regular","2020-09-19T16:00:00.000Z",FALSE,FALSE,TRUE,NA,4246,"Georgia State Stadium",2247,"Georgia State","Sun Belt",31,0.322246579,309,"Louisiana","Sun Belt",34,0.677753421,10.51658069,TRUE
401236041,2020,3,"regular","2020-09-19T16:00:00.000Z",FALSE,FALSE,FALSE,NA,3646,"Boone Pickens Stadium",197,"Oklahoma State","Big 12",16,0.595329322,202,"Tulsa","American Athletic",7,0.404670678,6.450738683,TRUE
401212522,2020,3,"regular","2020-09-19T16:00:00.000Z",FALSE,FALSE,TRUE,NA,4729,"Benson Field at Yulman Stadium",2655,"Tulane","American Athletic",24,0.072347447,2426,"Navy","American Athletic",27,0.927652553,4.604270665,TRUE
401234571,2020,3,"regular","2020-09-19T16:00:00.000Z",FALSE,FALSE,TRUE,NA,3752,"Heinz Field",221,"Pittsburgh","ACC",21,0.985418171,183,"Syracuse","ACC",10,0.014581829,3.715638939,TRUE
401241282,2020,3,"regular","2020-09-19T18:30:00.000Z",FALSE,FALSE,FALSE,NA,3855,"Notre Dame Stadium",87,"Notre Dame","FBS Independents",52,0.99896499,58,"South Florida","American Athletic",0,0.00103501,1.239103016,TRUE
401236939,2020,3,"regular","2020-09-19T19:30:00.000Z",FALSE,FALSE,FALSE,NA,3775,"Joan C. Edwards Stadium",276,"Marshall","Conference USA",17,0.929865955,2026,"Appalachian State","Sun Belt",7,0.070134045,7.114579305,TRUE
401240640,2020,3,"regular","2020-09-19T19:30:00.000Z",FALSE,FALSE,FALSE,NA,3725,"Johnny Red"""" Floyd Stadium""""",2393,"Middle Tennessee","Conference USA",14,0.004878827,2653,"Troy","Sun Belt",47,0.995121173,3.3683984,TRUE
401234568,2020,3,"regular","2020-09-19T19:30:00.000Z",FALSE,FALSE,FALSE,NA,721,"Bobby Dodd Stadium at Historic Grant Field",59,"Georgia Tech","ACC",21,0.114237996,2116,"UCF","American Athletic",49,0.885762004,3.097792575,TRUE
401240041,2020,3,"regular","2020-09-19T19:30:00.000Z",FALSE,FALSE,FALSE,NA,3604,"Alamodome",2636,"UT San Antonio","Conference USA",24,0.91594328,2617,"Stephen F. Austin",NA,10,0.08405672,3.732912901,TRUE
401237492,2020,3,"regular","2020-09-19T20:00:00.000Z",FALSE,FALSE,FALSE,NA,3836,"Memorial Stadium",228,"Clemson","ACC",49,0.998309572,2643,"The Citadel",NA,0,0.001690428,1.010295749,TRUE
401207120,2020,3,"regular","2020-09-19T22:00:00.000Z",FALSE,FALSE,FALSE,NA,3825,"Apogee Stadium",249,"North Texas","Conference USA",35,0.095830687,2567,"SMU","American Athletic",65,0.904169313,1.221385266,TRUE
401215302,2020,3,"regular","2020-09-19T23:30:00.000Z",FALSE,FALSE,TRUE,NA,3817,"Malone Stadium",2433,"Louisiana Monroe","Sun Belt",17,0.005797179,326,"Texas State","Sun Belt",38,0.994202821,3.471001817,TRUE
401234569,2020,3,"regular","2020-09-19T23:30:00.000Z",FALSE,FALSE,TRUE,NA,3873,"Papa John's Cardinal Stadium",97,"Louisville","ACC",34,0.345645419,2390,"Miami","ACC",47,0.654354581,3.518660695,TRUE
401207106,2020,3,"regular","2020-09-19T23:30:00.000Z",FALSE,FALSE,TRUE,NA,3815,"M. M. Roberts Stadium",2572,"Southern Mississippi","Conference USA",30,0.324288175,2348,"Louisiana Tech","Conference USA",31,0.675711825,5.594448537,TRUE
401234570,2020,3,"regular","2020-09-20T00:00:00.000Z",FALSE,FALSE,TRUE,NA,3670,"Carter-Finley Stadium",152,"NC State","ACC",45,0.407946495,154,"Wake Forest","ACC",42,0.592053505,9.813293487,TRUE
401239885,2020,3,"regular","2020-09-20T01:00:00.000Z",FALSE,FALSE,FALSE,NA,3946,"Sun Bowl Stadium",2638,"UTEP","Conference USA",17,0.619971537,2000,"Abilene Christian",NA,13,0.380028463,5.654476807,TRUE
401207132,2020,4,"regular","2020-09-24T23:30:00.000Z",FALSE,FALSE,FALSE,NA,6526,"Hancock Whitney Stadium",6,"South Alabama","Sun Belt",10,0.004576889,5,"UAB","Conference USA",42,0.995423111,2.230469565,TRUE
401207134,2020,4,"regular","2020-09-26T00:00:00.000Z",FALSE,FALSE,FALSE,NA,3604,"Alamodome",2636,"UT San Antonio","Conference USA",37,0.027275889,2393,"Middle Tennessee","Conference USA",35,0.972724111,7.275925354,TRUE
401237034,2020,4,"regular","2020-09-26T16:00:00.000Z",FALSE,FALSE,TRUE,NA,3785,"Jordan-Hare Stadium",2,"Auburn","SEC",29,0.958510172,96,"Kentucky","SEC",13,0.041489828,6.474776554,TRUE
401235996,2020,4,"regular","2020-09-26T16:00:00.000Z",FALSE,FALSE,TRUE,NA,3835,"Gaylord Family Oklahoma Memorial Stadium",201,"Oklahoma","Big 12",35,0.506415175,2306,"Kansas State","Big 12",38,0.493584825,2.553493133,TRUE
401236952,2020,4,"regular","2020-09-26T16:00:00.000Z",FALSE,FALSE,TRUE,NA,3974,"Vaught-Hemingway Stadium",145,"Ole Miss","SEC",35,0.229298192,57,"Florida","SEC",51,0.770701808,3.213672664,TRUE
401234595,2020,4,"regular","2020-09-26T16:00:00.000Z",FALSE,FALSE,TRUE,NA,3752,"Heinz Field",221,"Pittsburgh","ACC",23,0.79199696,97,"Louisville","ACC",20,0.20800304,7.141390682,TRUE
401212536,2020,4,"regular","2020-09-26T16:00:00.000Z",FALSE,FALSE,TRUE,NA,3699,"Dowdy-Ficklen Stadium",151,"East Carolina","American Athletic",28,0.055342668,2116,"UCF","American Athletic",51,0.944657332,1.375989557,TRUE
401234594,2020,4,"regular","2020-09-26T16:00:00.000Z",FALSE,FALSE,TRUE,NA,1964,"Carrier Dome",183,"Syracuse","ACC",37,0.850357166,59,"Georgia Tech","ACC",20,0.149642834,7.295617424,TRUE
401236253,2020,4,"regular","2020-09-26T16:00:00.000Z",FALSE,FALSE,FALSE,NA,3792,"Kidd Brewer Stadium",2026,"Appalachian State","Sun Belt",52,0.97421692,2097,"Campbell",NA,21,0.02578308,2.169474722,TRUE
401215303,2020,4,"regular","2020-09-26T16:00:00.000Z",FALSE,FALSE,TRUE,NA,3666,"Cajun Field",309,"Louisiana","Sun Belt",20,0.18600359,290,"Georgia Southern","Sun Belt",18,0.81399641,6.805129319,TRUE
401207126,2020,4,"regular","2020-09-26T17:00:00.000Z",FALSE,FALSE,FALSE,NA,3992,"Williams Stadium",2335,"Liberty","FBS Independents",36,0.502559557,2229,"Florida International","Conference USA",34,0.497440443,7.14247255,TRUE
401235994,2020,4,"regular","2020-09-26T17:30:00.000Z",FALSE,FALSE,TRUE,NA,3616,"Amon G. Carter Stadium",2628,"TCU","Big 12",34,0.231707645,66,"Iowa State","Big 12",37,0.768292355,7.792093109,TRUE
401240194,2020,4,"regular","2020-09-26T19:30:00.000Z",FALSE,FALSE,FALSE,NA,3817,"Malone Stadium",2433,"Louisiana Monroe","Sun Belt",6,0.00034666,2638,"UTEP","Conference USA",31,0.99965334,2.481355737,TRUE
401237035,2020,4,"regular","2020-09-26T19:30:00.000Z",FALSE,FALSE,TRUE,NA,3958,"Tiger Stadium",99,"LSU","SEC",34,0.010667582,344,"Mississippi State","SEC",44,0.989332418,8.042906024,TRUE
401235995,2020,4,"regular","2020-09-26T19:30:00.000Z",FALSE,FALSE,TRUE,NA,3784,"Jones AT&T Stadium",2641,"Texas Tech","Big 12",56,0.115133402,251,"Texas","Big 12",63,0.884866598,6.124476131,TRUE
401235997,2020,4,"regular","2020-09-26T19:30:00.000Z",FALSE,FALSE,TRUE,NA,3646,"Boone Pickens Stadium",197,"Oklahoma State","Big 12",27,0.983467947,277,"West Virginia","Big 12",13,0.016532053,5.478605648,TRUE
401240996,2020,4,"regular","2020-09-26T19:30:00.000Z",FALSE,FALSE,FALSE,NA,3854,"Nippert Stadium",2132,"Cincinnati","American Athletic",24,0.865835881,349,"Army","FBS Independents",10,0.134164119,5.481720534,TRUE
401234638,2020,4,"regular","2020-09-26T20:00:00.000Z",FALSE,FALSE,TRUE,NA,3923,"Scott Stadium",258,"Virginia","ACC",38,0.956880333,150,"Duke","ACC",20,0.043119667,8.293560252,TRUE
401237033,2020,4,"regular","2020-09-26T20:00:00.000Z",FALSE,FALSE,TRUE,NA,3887,"Donald W. Reynolds Razorback Stadium Frank Broyles Field",8,"Arkansas","SEC",10,0.025633134,61,"Georgia","SEC",37,0.974366866,3.613590162,TRUE
401241303,2020,4,"regular","2020-09-26T22:00:00.000Z",FALSE,FALSE,FALSE,NA,3615,"Alumni Stadium",103,"Boston College","ACC",24,0.25714949,326,"Texas State","Sun Belt",21,0.74285051,8.003818624,TRUE
401232157,2020,4,"regular","2020-09-26T23:00:00.000Z",FALSE,FALSE,FALSE,NA,3776,"Joe Aillet Stadium",2348,"Louisiana Tech","Conference USA",66,0.91955966,2277,"Houston Baptist",NA,38,0.08044034,2.038688986,TRUE
401212485,2020,4,"regular","2020-09-26T23:00:00.000Z",FALSE,FALSE,FALSE,NA,3735,"Gerald J. Ford Stadium",2567,"SMU","American Athletic",50,0.997462643,2617,"Stephen F. Austin",NA,7,0.002537357,1.079308488,TRUE
401236951,2020,4,"regular","2020-09-26T23:00:00.000Z",FALSE,FALSE,TRUE,NA,3838,"Faurot Field",142,"Missouri","SEC",19,0.04271031,333,"Alabama","SEC",38,0.95728969,0.467522687,TRUE
401234734,2020,4,"regular","2020-09-26T23:00:00.000Z",FALSE,FALSE,FALSE,NA,3815,"M. M. Roberts Stadium",2572,"Southern Mississippi","Conference USA",24,0.005524058,2655,"Tulane","American Athletic",66,0.994475942,3.823246856,TRUE
401237037,2020,4,"regular","2020-09-26T23:30:00.000Z",FALSE,FALSE,TRUE,NA,3795,"Kyle Field",245,"Texas A&M","SEC",17,0.995223779,238,"Vanderbilt","SEC",12,0.004776221,2.780865036,TRUE
401237036,2020,4,"regular","2020-09-26T23:30:00.000Z",FALSE,FALSE,TRUE,NA,3994,"Williams-Brice Stadium",2579,"South Carolina","SEC",27,0.200212157,2633,"Tennessee","SEC",31,0.799787843,7.254151589,TRUE
401234593,2020,4,"regular","2020-09-26T23:30:00.000Z",FALSE,FALSE,TRUE,NA,3948,"Hard Rock Stadium",2390,"Miami","ACC",52,0.998877832,52,"Florida State","ACC",10,0.001122168,1.974674046,TRUE
401235993,2020,4,"regular","2020-09-26T23:30:00.000Z",FALSE,FALSE,TRUE,NA,4727,"McLane Stadium",239,"Baylor","Big 12",47,0.841386587,2305,"Kansas","Big 12",14,0.158613413,3.147359993,TRUE
401234566,2020,4,"regular","2020-09-27T00:00:00.000Z",FALSE,FALSE,TRUE,NA,3799,"Lane Stadium",259,"Virginia Tech","ACC",45,0.989288107,152,"NC State","ACC",24,0.010711893,2.54169153,TRUE
401236223,2020,4,"regular","2020-09-27T02:15:00.000Z",FALSE,FALSE,FALSE,NA,3801,"LaVell Edwards Stadium",252,"BYU","FBS Independents",48,0.9985758,2653,"Troy","Sun Belt",7,0.0014242,2.314440649,TRUE
401240282,2020,5,"regular","2020-10-02T23:00:00.000Z",FALSE,FALSE,FALSE,NA,3630,"BB&T Field",154,"Wake Forest","ACC",66,0.998819116,2097,"Campbell",NA,14,0.001180884,1.281768577,TRUE
401246275,2020,5,"regular","2020-10-03T01:00:00.000Z",FALSE,FALSE,FALSE,NA,3801,"LaVell Edwards Stadium",252,"BYU","FBS Independents",45,0.998888349,2348,"Louisiana Tech","Conference USA",14,0.001111651,1.845086908,TRUE
401215304,2020,5,"regular","2020-10-03T16:00:00.000Z",FALSE,FALSE,TRUE,NA,3654,"Brooks Stadium",324,"Coastal Carolina","Sun Belt",52,0.998638474,2032,"Arkansas State","Sun Belt",23,0.001361526,4.468603655,TRUE
401236002,2020,5,"regular","2020-10-03T16:00:00.000Z",FALSE,FALSE,TRUE,NA,3910,"Darrell K Royal-Texas Memorial Stadium",251,"Texas","Big 12",31,0.228091923,2628,"TCU","Big 12",33,0.771908077,9.36065796,TRUE
401235998,2020,5,"regular","2020-10-03T16:00:00.000Z",FALSE,FALSE,TRUE,NA,3842,"Mountaineer Field at Milan Puskar Stadium",277,"West Virginia","Big 12",27,0.949479657,239,"Baylor","Big 12",21,0.050520343,8.500744864,TRUE
401237096,2020,5,"regular","2020-10-03T16:00:00.000Z",FALSE,FALSE,TRUE,NA,3634,"Ben Hill Griffin Stadium",57,"Florida","SEC",38,0.995383562,2579,"South Carolina","SEC",24,0.004616438,3.253030743,TRUE
401237099,2020,5,"regular","2020-10-03T16:00:00.000Z",FALSE,FALSE,TRUE,NA,3853,"Neyland Stadium",2633,"Tennessee","SEC",35,0.993787797,142,"Missouri","SEC",12,0.006212203,2.948930061,TRUE
401212547,2020,5,"regular","2020-10-03T16:00:00.000Z",FALSE,FALSE,FALSE,NA,4246,"Georgia State Stadium",2247,"Georgia State","Sun Belt",49,0.998663892,151,"East Carolina","American Athletic",29,0.001336108,3.42687323,TRUE
401234600,2020,5,"regular","2020-10-03T16:00:00.000Z",FALSE,FALSE,TRUE,NA,3752,"Heinz Field",221,"Pittsburgh","ACC",29,0.73173924,152,"NC State","ACC",30,0.26826076,8.538240433,TRUE
401207141,2020,5,"regular","2020-10-03T16:30:00.000Z",FALSE,FALSE,TRUE,NA,3803,"Legion Field",5,"UAB","Conference USA",21,0.995444046,2636,"UT San Antonio","Conference USA",13,0.004555954,3.40630039,TRUE
