game_id,season,week,season_type,start_date,start_time_tbd,completed,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_division,home_points,home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_division,away_points,away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
212350097,2001,1,regular,2001-08-23T23:00:00.000Z,NA,TRUE,FALSE,FALSE,38129,3873,Papa John's Cardinal Stadium,97,Louisville,Conference USA,fbs,45,NA,1624,1645,166,New Mexico State,Sun Belt,fbs,24,NA,1334,1313,NA,NA,NA
63770,2001,1,regular,2001-08-25T04:00:00.000Z,NA,TRUE,FALSE,NA,NA,NA,NA,158,Nebraska,Big 12,fbs,21,NA,1970,1982,2628,TCU,Conference USA,fbs,7,NA,1781,1769,NA,NA,NA
212370275,2001,1,regular,2001-08-25T18:00:00.000Z,NA,TRUE,FALSE,TRUE,76740,347,Camp Randall Stadium,275,Wisconsin,Big Ten,fbs,26,NA,1699,1698,258,Virginia,ACC,fbs,17,NA,1456,1457,NA,NA,NA
212370252,2001,1,regular,2001-08-25T20:30:00.000Z,NA,TRUE,FALSE,TRUE,40008,3801,LaVell Edwards Stadium,252,BYU,Mountain West,fbs,70,NA,1525,1613,2655,Tulane,Conference USA,fbs,35,NA,1446,1358,NA,NA,NA
212370201,2001,1,regular,2001-08-25T23:45:00.000Z,NA,TRUE,FALSE,FALSE,75423,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,fbs,10,NA,1911,1902,153,North Carolina,ACC,fbs,0,NA,1514,1523,NA,NA,NA
212380183,2001,1,regular,2001-08-26T18:00:00.000Z,NA,TRUE,FALSE,FALSE,41517,NA,NA,183,Syracuse,Big East,fbs,7,NA,1629,1624,59,Georgia Tech,ACC,fbs,13,NA,1711,1716,NA,NA,NA
212380038,2001,1,regular,2001-08-27T00:00:00.000Z,NA,TRUE,FALSE,FALSE,47762,3726,Folsom Field,38,Colorado,Big 12,fbs,22,NA,1572,1569,278,Fresno State,Western Athletic,fbs,24,NA,1573,1576,NA,NA,NA
212422006,2001,2,regular,2001-08-30T23:00:00.000Z,NA,TRUE,FALSE,TRUE,13532,NA,NA,2006,Akron,Mid-American,fbs,31,NA,1467,1469,195,Ohio,Mid-American,fbs,29,NA,1562,1560,NA,NA,NA
212422649,2001,2,regular,2001-08-30T23:00:00.000Z,NA,TRUE,FALSE,FALSE,34950,3739,Glass Bowl,2649,Toledo,Mid-American,fbs,38,NA,1723,1793,135,Minnesota,Big Ten,fbs,7,NA,1610,1540,NA,NA,NA
212420218,2001,2,regular,2001-08-30T23:00:00.000Z,NA,TRUE,FALSE,FALSE,26191,3730,Franklin Field,218,Temple,Big East,fbs,45,NA,1408,1437,2426,Navy,FBS Independents,fbs,26,NA,1262,1233,NA,NA,NA
212422711,2001,2,regular,2001-08-30T23:30:00.000Z,NA,TRUE,FALSE,FALSE,33976,3980,Waldo Stadium,2711,Western Michigan,Mid-American,fbs,48,NA,NA,NA,2287,Illinois State,NA,NA,7,NA,NA,NA,NA,NA,NA
