"game_id","year","week","home","away","season"
401282763,2021,9,"Wisconsin","Iowa",2021
401310724,2021,8,"Air Force","San Diego State",2021
401309575,2021,8,"Akron","Buffalo",2021
401282111,2021,8,"Alabama","Tennessee",2021
401309623,2021,8,"Appalachian State","Coastal Carolina",2021
401309877,2021,8,"Arizona","Washington",2021
401282112,2021,8,"Arkansas","Arkansas-Pine Bluff",2021
401309624,2021,8,"Arkansas State","Louisiana",2021
401282662,2021,8,"Army","Wake Forest",2021
401308838,2021,8,"Ball State","Miami (OH)",2021
401309574,2021,8,"Bowling Green","Eastern Michigan",2021
401309878,2021,8,"California","Colorado",2021
401309577,2021,8,"Central Michigan","Northern Illinois",2021
401282235,2021,8,"Charlotte","Florida Atlantic",2021
401282239,2021,8,"Connecticut","Middle Tennessee",2021
401282663,2021,8,"Florida State","UMass",2021
401310727,2021,8,"Fresno State","Nevada",2021
401309625,2021,8,"Georgia State","Texas State",2021
401310728,2021,8,"Hawai'i","New Mexico State",2021
401301028,2021,8,"Houston","East Carolina",2021
401282730,2021,8,"Indiana","Ohio State",2021
401287925,2021,8,"Iowa State","Oklahoma State",2021
401287926,2021,8,"Kansas","Oklahoma",2021
401309626,2021,8,"Louisiana Monroe","South Alabama",2021
401282237,2021,8,"Louisiana Tech","UT San Antonio",2021
401282664,2021,8,"Louisville","Boston College",2021
401282665,2021,8,"Miami","NC State",2021
401282779,2021,8,"Michigan","Northwestern",2021
401282767,2021,8,"Minnesota","Maryland",2021
401301027,2021,8,"Navy","Cincinnati",2021
401282240,2021,8,"North Texas","Liberty",2021
401282709,2021,8,"Notre Dame","USC",2021
401309576,2021,8,"Ohio","Kent State",2021
401282113,2021,8,"Ole Miss","LSU",2021
401309880,2021,8,"Oregon State","Utah",2021
401282717,2021,8,"Penn State","Illinois",2021
401282666,2021,8,"Pittsburgh","Clemson",2021
401282821,2021,8,"Purdue","Wisconsin",2021
401301025,2021,8,"SMU","Tulane",2021
401301029,2021,8,"South Florida","Temple",2021
401287927,2021,8,"TCU","West Virginia",2021
401282114,2021,8,"Texas A&M","South Carolina",2021
401287928,2021,8,"Texas Tech","Kansas State",2021
401309573,2021,8,"Toledo","Western Michigan",2021
401282238,2021,8,"UAB","Rice",2021
401301026,2021,8,"UCF","Memphis",2021
401309879,2021,8,"UCLA","Oregon",2021
401310729,2021,8,"UNLV","San José State",2021
401310725,2021,8,"Utah State","Colorado State",2021
401282115,2021,8,"Vanderbilt","Mississippi State",2021
401282667,2021,8,"Virginia","Georgia Tech",2021
401282668,2021,8,"Virginia Tech","Syracuse",2021
401309881,2021,8,"Washington State","BYU",2021
401310726,2021,8,"Wyoming","New Mexico",2021
401282104,2021,7,"Arkansas","Auburn",2021
401287920,2021,7,"Baylor","BYU",2021
401310718,2021,7,"Boise State","Air Force",2021
401282658,2021,7,"Boston College","NC State",2021
401309571,2021,7,"Buffalo","Ohio",2021
401309569,2021,7,"Central Michigan","Toledo",2021
401301023,2021,7,"Cincinnati","UCF",2021
401309875,2021,7,"Colorado","Arizona",2021
401286192,2021,7,"Connecticut","Yale",2021
401309568,2021,7,"Eastern Michigan","Ball State",2021
401282105,2021,7,"Georgia","Kentucky",2021
401282731,2021,7,"Indiana","Michigan State",2021
401282760,2021,7,"Iowa","Purdue",2021
401287921,2021,7,"Kansas","Texas Tech",2021
401287922,2021,7,"Kansas State","Iowa State",2021
401309620,2021,7,"Louisiana","Appalachian State",2021
401286296,2021,7,"Louisiana Monroe","Liberty",2021
401282106,2021,7,"LSU","Florida",2021
401301022,2021,7,"Memphis","Navy",2021
401308837,2021,7,"Miami (OH)","Akron",2021
401282796,2021,7,"Minnesota","Nebraska",2021
401282107,2021,7,"Mississippi State","Alabama",2021
401282108,2021,7,"Missouri","Texas A&M",2021
401310722,2021,7,"Nevada","Hawai'i",2021
401310719,2021,7,"New Mexico","Colorado State",2021
401282659,2021,7,"North Carolina","Miami",2021
401282231,2021,7,"North Texas","Marshall",2021
401309570,2021,7,"Northern Illinois","Bowling Green",2021
401282807,2021,7,"Northwestern","Rutgers",2021
401287923,2021,7,"Oklahoma","TCU",2021
401282232,2021,7,"Old Dominion","Western Kentucky",2021
401309872,2021,7,"Oregon","California",2021
401310723,2021,7,"San José State","San Diego State",2021
401309621,2021,7,"South Alabama","Georgia Southern",2021
401282109,2021,7,"South Carolina","Vanderbilt",2021
401301024,2021,7,"South Florida","Tulsa",2021
401282234,2021,7,"Southern Mississippi","UAB",2021
401282657,2021,7,"Syracuse","Clemson",2021
401282110,2021,7,"Tennessee","Ole Miss",2021
401287924,2021,7,"Texas","Oklahoma State",2021
401309622,2021,7,"Texas State","Troy",2021
401310720,2021,7,"UNLV","Utah State",2021
401282233,2021,7,"UT San Antonio","Rice",2021
401309876,2021,7,"Utah","Arizona State",2021
401282230,2021,7,"UTEP","Louisiana Tech",2021
401282660,2021,7,"Virginia","Duke",2021
401282661,2021,7,"Virginia Tech","Pittsburgh",2021
401309874,2021,7,"Washington","UCLA",2021
401309873,2021,7,"Washington State","Stanford",2021
401309572,2021,7,"Western Michigan","Kent State",2021
401282826,2021,7,"Wisconsin","Army",2021
401310721,2021,7,"Wyoming","Fresno State",2021
401310714,2021,6,"Air Force","Wyoming",2021
401309870,2021,6,"Arizona","UCLA",2021
401309868,2021,6,"Arizona State","Stanford",2021
401309616,2021,6,"Arkansas State","Coastal Carolina",2021
401282097,2021,6,"Auburn","Georgia",2021
401287917,2021,6,"Baylor","West Virginia",2021
401309913,2021,6,"BYU","Boise State",2021
401301018,2021,6,"Cincinnati","Temple",2021
401310715,2021,6,"Colorado State","San José State",2021
401282652,2021,6,"Duke","Georgia Tech",2021
401308836,2021,6,"Eastern Michigan","Miami (OH)",2021
401282098,2021,6,"Florida","Vanderbilt",2021
401282224,2021,6,"Florida International","Charlotte",2021
401282718,2021,6,"Illinois","Wisconsin",2021
401282758,2021,6,"Iowa","Penn State",2021
401309565,2021,6,"Kent State","Buffalo",2021
401282099,2021,6,"Kentucky","LSU",2021
401282229,2021,6,"Liberty","Middle Tennessee",2021
401309618,2021,6,"Louisiana Monroe","Georgia State",2021
401282653,2021,6,"Louisville","Virginia",2021
401282226,2021,6,"Marshall","Old Dominion",2021
401301021,2021,6,"Navy","SMU",2021
401282778,2021,6,"Nebraska","Michigan",2021
401310717,2021,6,"Nevada","New Mexico State",2021
401282654,2021,6,"North Carolina","Florida State",2021
401309567,2021,6,"Ohio","Central Michigan",2021
401282769,2021,6,"Ohio State","Maryland",2021
401282100,2021,6,"Ole Miss","Arkansas",2021
401282788,2021,6,"Rutgers","Michigan State",2021
401310716,2021,6,"San Diego State","New Mexico",2021
401282227,2021,6,"Southern Mississippi","UTEP",2021
401282655,2021,6,"Syracuse","Wake Forest",2021
401282102,2021,6,"Tennessee","South Carolina",2021
401287918,2021,6,"Texas","Oklahoma",2021
401282103,2021,6,"Texas A&M","Alabama",2021
401287919,2021,6,"Texas Tech","TCU",2021
401309564,2021,6,"Toledo","Northern Illinois",2021
401309617,2021,6,"Troy","Georgia Southern",2021
401301017,2021,6,"Tulane","Houston",2021
401301020,2021,6,"Tulsa","Memphis",2021
401282225,2021,6,"UAB","Florida Atlantic",2021
401301019,2021,6,"UCF","East Carolina",2021
401286191,2021,6,"UMass","Connecticut",2021
401309871,2021,6,"USC","Utah",2021
401282656,2021,6,"Virginia Tech","Notre Dame",2021
401309869,2021,6,"Washington State","Oregon State",2021
401282228,2021,6,"Western Kentucky","UT San Antonio",2021
401309563,2021,6,"Western Michigan","Ball State",2021
401309560,2021,5,"Akron","Ohio",2021
401282089,2021,5,"Alabama","Ole Miss",2021
401309559,2021,5,"Ball State","Army",2021
401310711,2021,5,"Boise State","Nevada",2021
401309561,2021,5,"Buffalo","Western Michigan",2021
401309863,2021,5,"California","Washington State",2021
401282647,2021,5,"Clemson","Boston College",2021
401309614,2021,5,"Coastal Carolina","Louisiana Monroe",2021
401309867,2021,5,"Colorado","USC",2021
401301014,2021,5,"East Carolina","Tulane",2021
401282215,2021,5,"Florida Atlantic","Florida International",2021
401282648,2021,5,"Florida State","Syracuse",2021
401282090,2021,5,"Georgia","Arkansas",2021
401309613,2021,5,"Georgia Southern","Arkansas State",2021
401309612,2021,5,"Georgia State","Appalachian State",2021
401282649,2021,5,"Georgia Tech","Pittsburgh",2021
401310712,2021,5,"Hawai'i","Fresno State",2021
401282219,2021,5,"Illinois","Charlotte",2021
401287912,2021,5,"Iowa State","Kansas",2021
401287913,2021,5,"Kansas State","Oklahoma",2021
401309562,2021,5,"Kent State","Bowling Green",2021
401282091,2021,5,"Kentucky","Florida",2021
401282092,2021,5,"LSU","Auburn",2021
401282759,2021,5,"Maryland","Iowa",2021
401282646,2021,5,"Miami","Virginia",2021
401282223,2021,5,"Michigan State","Western Kentucky",2021
401282216,2021,5,"Middle Tennessee","Marshall",2021
401282093,2021,5,"Missouri","Tennessee",2021
401301013,2021,5,"Navy","UCF",2021
401282220,2021,5,"NC State","Louisiana Tech",2021
401282800,2021,5,"Nebraska","Northwestern",2021
401310710,2021,5,"New Mexico","Air Force",2021
401282650,2021,5,"North Carolina","Duke",2021
401309558,2021,5,"Northern Illinois","Eastern Michigan",2021
401282708,2021,5,"Notre Dame","Cincinnati",2021
401287914,2021,5,"Oklahoma State","Baylor",2021
401309865,2021,5,"Oregon State","Washington",2021
401282729,2021,5,"Penn State","Indiana",2021
401282793,2021,5,"Purdue","Minnesota",2021
401282218,2021,5,"Rice","Southern Mississippi",2021
401282813,2021,5,"Rutgers","Ohio State",2021
401310713,2021,5,"San José State","New Mexico State",2021
401301016,2021,5,"SMU","South Florida",2021
401282094,2021,5,"South Carolina","Troy",2021
401309864,2021,5,"Stanford","Oregon",2021
401287915,2021,5,"TCU","Texas",2021
401301015,2021,5,"Temple","Memphis",2021
401282095,2021,5,"Texas A&M","Mississippi State",2021
401301012,2021,5,"Tulsa","Houston",2021
401282221,2021,5,"UAB","Liberty",2021
401309866,2021,5,"UCLA","Arizona State",2021
401286302,2021,5,"UMass","Toledo",2021
401282222,2021,5,"UT San Antonio","UNLV",2021
401309912,2021,5,"Utah State","BYU",2021
401282217,2021,5,"UTEP","Old Dominion",2021
401282096,2021,5,"Vanderbilt","Connecticut",2021
401282651,2021,5,"Wake Forest","Louisville",2021
401287916,2021,5,"West Virginia","Texas Tech",2021
401282776,2021,5,"Wisconsin","Michigan",2021
401282207,2021,4,"Air Force","Florida Atlantic",2021
401282081,2021,4,"Alabama","Southern Mississippi",2021
401282208,2021,4,"Appalachian State","Marshall",2021
401309862,2021,4,"Arizona State","Colorado",2021
401282082,2021,4,"Arkansas","Texas A&M",2021
401308834,2021,4,"Army","Miami (OH)",2021
401282083,2021,4,"Auburn","Georgia State",2021
401309555,2021,4,"Ball State","Toledo",2021
401287907,2021,4,"Baylor","Iowa State",2021
401282086,2021,4,"Boston College","Missouri",2021
401301009,2021,4,"BYU","South Florida",2021
401282206,2021,4,"Central Michigan","Florida International",2021
401282204,2021,4,"Charlotte","Middle Tennessee",2021
401286301,2021,4,"Coastal Carolina","UMass",2021
401286190,2021,4,"Connecticut","Wyoming",2021
401282639,2021,4,"Duke","Kansas",2021
401301007,2021,4,"East Carolina","Charleston Southern",2021
401309557,2021,4,"Eastern Michigan","Texas State",2021
401282084,2021,4,"Florida","Tennessee",2021
401282640,2021,4,"Florida State","Louisville",2021
401310707,2021,4,"Fresno State","UNLV",2021
401309610,2021,4,"Georgia Southern","Louisiana",2021
401282641,2021,4,"Georgia Tech","North Carolina",2021
401301008,2021,4,"Houston","Navy",2021
401282756,2021,4,"Iowa","Colorado State",2021
401309611,2021,4,"Louisiana Monroe","Troy",2021
401282205,2021,4,"Louisiana Tech","North Texas",2021
401282765,2021,4,"Maryland","Kent State",2021
401282213,2021,4,"Memphis","UT San Antonio",2021
401282775,2021,4,"Michigan","Rutgers",2021
401282784,2021,4,"Michigan State","Nebraska",2021
401282792,2021,4,"Minnesota","Bowling Green",2021
401282085,2021,4,"Mississippi State","LSU",2021
401282643,2021,4,"NC State","Clemson",2021
401310708,2021,4,"New Mexico State","Hawai'i",2021
401309556,2021,4,"Northern Illinois","Maine",2021
401282805,2021,4,"Northwestern","Ohio",2021
401282811,2021,4,"Ohio State","Akron",2021
401287908,2021,4,"Oklahoma","West Virginia",2021
401287909,2021,4,"Oklahoma State","Kansas State",2021
401282209,2021,4,"Old Dominion","Buffalo",2021
401309859,2021,4,"Oregon","Arizona",2021
401282817,2021,4,"Penn State","Villanova",2021
401282644,2021,4,"Pittsburgh","New Hampshire",2021
401282716,2021,4,"Purdue","Illinois",2021
401282210,2021,4,"Rice","Texas Southern",2021
