athlete_id,first_name,last_name,team,weight,height,jersey,year,position,home_city,home_state,home_country,home_latitude,home_longitude,home_county_fips,recruit_ids,headshot_url,season
-1044360,Thomas,Vonashek,Wyoming,280,81,78,2009,OT,St. Simons Island,GA,USA,31.1505097,-81.3695404,13127,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044360.png,2009
-1044359,Mitch,Unrein,Wyoming,270,76,98,2009,DE,Eaton,CO,USA,40.5302582,-104.7113542,08123,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044359.png,2009
-1044358,Josiah Chong,Tim,Wyoming,258,74,62,2009,OL,Waianae,HI,USA,21.446678,-158.185272,15003,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044358.png,2009
-1044357,Alex,Stover,Wyoming,265,75,97,2009,?,Gretna,NE,USA,41.1469269,-96.2390053,31153,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044357.png,2009
-1044355,Jon,Rosen,Wyoming,216,75,96,2009,TE,Cheyenne,WY,USA,41.139981,-104.820246,56021,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044355.png,2009
-1044354,Zach,Pinney,Wyoming,175,73,87,2009,WR,Hemet,CA,USA,33.7475203,-116.9719684,06065,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044354.png,2009
-1044353,Duell,Petsch,Wyoming,185,69,30,2009,RB,Meriden,WY,USA,41.5435872,-104.3191257,56021,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044353.png,2009
-1044352,Nick,Owen,Wyoming,210,73,53,2009,DL,Cheyenne,WY,USA,41.139981,-104.820246,56021,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044352.png,2009
-1044351,Ryan,Otterson,Wyoming,275,77,71,2009,OT,Brighton,CO,USA,39.90699075,-104.83740644981583,08001,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044351.png,2009
-1044350,Corey,Orth,Wyoming,240,77,55,2009,DE,Buena Vista,CO,USA,38.8422178,-106.1311288,08015,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044350.png,2009
