athlete_id,first_name,last_name,team,weight,height,jersey,year,position,home_city,home_state,home_country,home_latitude,home_longitude,home_county_fips,recruit_ids,headshot_url,season
-1044320,Jordan,Van Royen,Wyoming,234,72,58,2010,LS,Scottsdale,AZ,USA,33.4942189,-111.9260184,04013,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044320.png,2010
-1044319,Jack,Tennant,Wyoming,305,76,57,2010,G,Mahomet,IL,USA,40.195142,-88.4052266,17019,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044319.png,2010
-1044318,Sam,Sterner,Wyoming,302,76,75,2010,G,Waconia,MN,USA,44.8507957,-93.7869088,27019,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044318.png,2010
-1044317,Everett,Scott,Wyoming,210,73,39,2010,PK,Delafield,WI,USA,43.0610275,-88.4040692,55133,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044317.png,2010
-1044316,Dan,Potter,Wyoming,245,74,78,2010,OT,Studio City,CA,USA,34.1483989,-118.3961877,06037,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044316.png,2010
-1044315,Emory,Miller Jr.,Wyoming,195,71,11,2010,QB,Mesquite,TX,USA,32.7666103,-96.599472,48113,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044315.png,2010
-1044314,Dylan,McElveen,Wyoming,175,73,11,2010,?,University Park,IL,USA,41.4400344,-87.683377,17197,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044314.png,2010
-1044313,Mark,McDonagh,Wyoming,181,72,26,2010,WR,Brookfield,IL,USA,41.8228378,-87.848085,17031,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044313.png,2010
-1044312,Chance,McClaren,Wyoming,255,72,66,2010,G,Aurora,CO,USA,39.729432,-104.8319196,08005,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044312.png,2010
-1044311,Jed,May,Wyoming,230,73,74,2010,G,Casper,WY,USA,42.866632,-106.313081,56025,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044311.png,2010
-1044310,Drew,Martinez,Wyoming,170,73,4,2010,WR,Green River,WY,USA,41.5290933,-109.4664738,56037,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044310.png,2010
-1044309,Ryan,Lovelace,Wyoming,285,76,67,2010,OT,Aurora,IL,USA,41.7571701,-88.3147539,17089,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044309.png,2010
-1044308,Leon,Lockhart,Wyoming,190,71,37,2010,CB,St. Paul,MN,USA,44.9504037,-93.1015026,27123,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044308.png,2010
-1044307,J.T.,Leidholt,Wyoming,180,72,87,2010,WR,Fort Collins,CO,USA,40.5508527,-105.0668085,08069,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044307.png,2010
-1044306,Eric,Lawson,Wyoming,295,75,62,2010,G,Castle Rock,CO,USA,39.3724232,-104.8586706,08035,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044306.png,2010
-1044305,Joseph,Knighten,Wyoming,210,74,24,2010,WR,Odessa,TX,USA,31.8457149,-102.367687,48135,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044305.png,2010
-1044304,Chase,Kloker,Wyoming,190,70,62,2010,PK,Helena,MT,USA,46.5927425,-112.0362771,30049,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044304.png,2010
-1044303,Wil,Isom,Wyoming,190,72,19,2010,?,Lyman,WY,USA,41.327367,-110.2928352,56041,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044303.png,2010
-1044302,Colin,Herold,Wyoming,176,74,40,2010,WR,Thermopolis,WY,USA,43.646067,-108.212043,56017,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044302.png,2010
-1044301,Isaac,Hayward,Wyoming,165,73,66,2010,PK,Laramie,WY,USA,41.311367,-105.591101,56001,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044301.png,2010
-1044300,Josh,Fralick,Wyoming,165,72,37,2010,P,Littleton,CO,USA,39.613321,-105.0166498,08005,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044300.png,2010
-1044299,Chris,Fenlon,Wyoming,177,73,85,2010,WR,Colorado Springs,CO,USA,38.8339578,-104.8253485,08041,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044299.png,2010
-1044298,Justin,DiRe,Wyoming,270,78,71,2010,OT,Carlsbad,CA,USA,33.1580933,-117.3505966,06073,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044298.png,2010
-1044297,Kyle,Cobb,Wyoming,205,74,82,2010,WR,Woodland Park,CO,USA,38.9938016,-105.0570457,08119,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044297.png,2010
-1044296,Brian,Caggiano,Wyoming,228,74,96,2010,DL,Littleton,CO,USA,39.613321,-105.0166498,08005,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044296.png,2010
-1044295,Eric,Brooks,Wyoming,246,74,93,2010,DT,Monrovia,CA,USA,34.1483499,-118.0014517,06037,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044295.png,2010
-1044294,Vincent,Bobbitt,Wyoming,195,69,35,2010,RB,Chicago,IL,USA,41.8755616,-87.6244212,17031,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044294.png,2010
-1044293,Matt,Birkeness,Wyoming,250,76,34,2010,DE,Littleton,CO,USA,39.613321,-105.0166498,08005,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044293.png,2010
-1044292,Kevin,Bell,Wyoming,160,68,53,2010,PK,Casper,WY,USA,42.866632,-106.313081,56025,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044292.png,2010
-1044291,Jack,Barteldes,Wyoming,250,71,59,2010,OT,Aurora,CO,USA,39.729432,-104.8319196,08005,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044291.png,2010
-1044290,Austin,Woodward,Wyoming,215,73,18,2010,P,Sheridan,WY,USA,44.797194,-106.956179,56033,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044290.png,2010
-1044289,Helamana,Semo,Wyoming,225,73,79,2010,DT,Vailoa,,American Samoa,NA,NA,NA,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044289.png,2010
-1044288,Brandon,Self,Wyoming,295,75,77,2010,G,Shawnee,OK,USA,35.3272928,-96.9253004,40125,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044288.png,2010
