athlete_id,first_name,last_name,weight,height,jersey,year_in_program,position,home_city,home_state,home_country,team,season
546852,Leon,Jacobs,245,74,32,NA,FB,Chicago,IL,USA,Wisconsin,2015
3121564,Derrick,Tindal,181,71,25,NA,CB,Llano,TX,USA,Wisconsin,2015
534828,Joe,Schobert,NA,74,58,NA,OLB,Waukesha,WI,USA,Wisconsin,2015
514230,Joel,Stave,NA,77,2,NA,QB,Greenfield,WI,USA,Wisconsin,2015
534830,Connor,Udelhoven,NA,72,60,NA,LS,St. Paul,MN,USA,Wisconsin,2015
546860,Jazz,Peavy,189,72,11,NA,WR,Lubbock,TX,USA,Wisconsin,2015
514222,A.J.,Jordan,NA,72,82,NA,WR,Dayton,OH,USA,Wisconsin,2015
534813,Bart,Houston,NA,76,13,NA,QB,Dublin,CA,USA,Wisconsin,2015
514232,Derek,Straus,NA,73,26,NA,FB,Waunakee,WI,USA,Wisconsin,2015
3121565,Serge,Trezy,NA,74,30,NA,CB,Orlando,FL,USA,Wisconsin,2015
3121545,Lubern,Figaro,188,72,31,NA,CB,Llano,TX,USA,Wisconsin,2015
546863,Sojourn,Shelton,NA,69,8,NA,CB,Ft. Lauderdale,FL,USA,Wisconsin,2015
3163535,Ricky,Finco,NA,68,86,NA,WR,Hartland,WI,USA,Wisconsin,2015
534823,Jack,Russell,NA,72,97,NA,PK,Waunakee,WI,USA,Wisconsin,2015
3121556,Zander,Neuville,252,77,85,4,TE,Waupaca,WI,USA,Wisconsin,2015
546846,Garret,Dooley,246,75,5,NA,OLB,Chicago,IL,USA,Wisconsin,2015
3917668,Alec,Ingold,246,74,45,4,FB,Green Bay,WI,USA,Wisconsin,2015
546844,Jack,Cichy,234,74,48,NA,ILB,Chicago,IL,USA,Wisconsin,2015
534820,Leo,Musso,NA,70,19,NA,S,Waunakee,WI,USA,Wisconsin,2015
514221,Darius,Hillary,NA,71,5,NA,CB,Cincinnati,OH,USA,Wisconsin,2015
515835,Tanner,McEvoy,NA,78,3,NA,S,Hillsdale,NJ,USA,Wisconsin,2015
514228,Drew,Meyer,NA,75,90,NA,P,Hartland,WI,USA,Wisconsin,2015
3121563,Conor,Sheehy,293,76,94,NA,DE,Fairfield,TX,USA,Wisconsin,2015
3121552,Natrell,Jamerson,198,72,12,NA,S,Krum,TX,USA,Wisconsin,2015
546848,Joe,Ferguson,195,73,8,NA,S,Krum,TX,USA,Wisconsin,2015
3121561,Krenwick,Sanders,NA,74,85,NA,WR,Jesup,GA,USA,Wisconsin,2015
534807,Vince,Biegel,NA,76,47,NA,OLB,Wisconsin Rapids,WI,USA,Wisconsin,2015
546859,Chikwe,Obasih,275,75,34,NA,DE,Fairfield,TX,USA,Wisconsin,2015
546847,Andrew,Endicott,NA,69,37,NA,PK,Sacramento,CA,USA,Wisconsin,2015
537577,Dare,Ogunbowale,NA,71,23,NA,RB,Milwaukee,WI,USA,Wisconsin,2015
546849,Troy,Fumagalli,248,78,81,NA,TE,Lewisville,TX,USA,Wisconsin,2015
514216,Jordan,Fredrick,NA,76,9,NA,WR,Madison,WI,USA,Wisconsin,2015
514212,Michael,Caputo,NA,73,7,NA,S,Imperial,PA,USA,Wisconsin,2015
3917685,Jake,Whalen,246,73,39,NA,FB,North Richland Hills,TX,USA,Wisconsin,2015
546867,Robert,Wheelwright,NA,75,15,NA,WR,Columbus,OH,USA,Wisconsin,2015
514234,Derek,Watt,NA,74,34,NA,FB,Pewaukee,WI,USA,Wisconsin,2015
3121547,Rafael,Gaglianone,236,71,27,4,PK,NA,NA,Brazil,Wisconsin,2015
3121550,Billy,Hirschfeld,305,78,96,NA,DE,Fairfield,TX,USA,Wisconsin,2015
534829,Eric,Steffes,NA,77,44,NA,TE,Mount Calvary,WI,USA,Wisconsin,2015
3121540,Taiwan,Deal,225,73,28,4,RB,Capitol Heights,MD,USA,Wisconsin,2015
546853,Alec,James,272,75,57,NA,DE,Fairfield,TX,USA,Wisconsin,2015
550839,Austin,Ramesh,255,73,20,NA,RB,North Richland Hills,TX,USA,Wisconsin,2015
546843,Keelon,Brookins,NA,71,24,NA,S,St. Paul,MN,USA,Wisconsin,2015
534809,Alex,Erickson,NA,72,30,NA,WR,Argyle,WI,USA,Wisconsin,2015
514233,Austin,Traylor,NA,76,46,NA,TE,Columbus,OH,USA,Wisconsin,2015
3917658,Titus,Booker,195,71,19,NA,CB,Llano,TX,USA,Wisconsin,2015
546866,T.J.,Watt,NA,77,42,NA,OLB,Pewaukee,WI,USA,Wisconsin,2015
534816,Reggie,Love,NA,75,1,NA,WR,Boynton Beach,FL,USA,Wisconsin,2015
546845,Corey,Clement,NA,71,6,NA,RB,Glassboro,NJ,USA,Wisconsin,2015
3917679,Olive,Sagapolu,338,74,99,4,NT,NA,NA,American Samoa,Wisconsin,2015
3121560,George,Rushing,200,73,15,4,WR,Miramar,FL,USA,Wisconsin,2015
3886611,Kyle,Penniston,243,76,49,4,TE,Orange,CA,USA,Wisconsin,2015
3917663,Arrington,Farrar,242,74,18,4,ILB,Atlanta,GA,USA,Wisconsin,2015
3133487,Andrew,Van Ginkel,233,76,17,4,LB,Rock Valley,IA,USA,Wisconsin,2015
3121542,D'Cota,Dixon,200,70,14,4,S,Oak Hill,FL,USA,Wisconsin,2015
3886609,Alex,Hornibrook,220,76,12,4,QB,West Chester,PA,USA,Wisconsin,2015
3121537,Beau,Benzschawel,322,78,66,4,OL,Green Bay,WI,USA,Wisconsin,2015
3140900,Evan,Bondoc,200,73,13,4,S,Madison,WI,USA,Wisconsin,2015
4242345,Adam,Bay,229,72,51,3,LS,Mesa,AZ,USA,Wisconsin,2015
3886608,Jon,Dietzen,326,78,67,3,OL,Black Creek,WI,USA,Wisconsin,2015
4035777,DC,Williams,192,71,5,4,CB,Miami,FL,USA,Wisconsin,2015
3917667,Kraig,Howe,277,75,98,3,DE,Dayton,OH,USA,Wisconsin,2015
3121544,T.J.,Edwards,248,73,53,4,ILB,Lake Villa,IL,USA,Wisconsin,2015
3121541,Michael,Deiter,321,78,63,4,OL,Curtice,OH,USA,Wisconsin,2015
3121559,P.J.,Rosowski,226,75,38,4,P,Stoughton,WI,USA,Wisconsin,2015
4035772,Patrick,Johnson,202,71,2,2,S,Washington,DC,USA,Wisconsin,2015
4035782,Gabe,Lloyd,231,76,46,3,TE,Green Bay,WI,USA,Wisconsin,2015
3121538,Ryan,Connelly,236,75,43,4,ILB,Eden Prairie,MN,USA,Wisconsin,2015
3917660,David,Edwards,319,79,79,3,OL,Long Grove,IL,USA,Wisconsin,2015
3152673,Mark,Saari,206,72,21,4,RB,Montreal,WI,USA,Wisconsin,2015
3121554,Caleb,Kinlaw,202,70,32,4,RB,Goose Creek,SC,USA,Wisconsin,2015
-1043766,Micah,Kapoi,308,75,75,NA,OL,Kapolei,HI,USA,Wisconsin,2015
-1043771,Brett,Connors,304,78,64,NA,OL,New Berlin,WI,USA,Wisconsin,2015
-1043776,Peter,Roy,195,72,43,NA,WR,Muskego,WI,USA,Wisconsin,2015
-1043777,Nick,Thomas,225,74,46,NA,ILB,Bradenton,FL,USA,Wisconsin,2015
-1043778,Ian,Dretzka,322,78,77,NA,OL,Delafield,WI,USA,Wisconsin,2015
-1043779,Kevin,Estes,263,77,73,NA,OL,San Marcos,CA,USA,Wisconsin,2015
-1043780,Mitchell,Herl,254,76,48,NA,TE,Middleton,WI,USA,Wisconsin,2015
-1043781,Henry,Houden,204,76,82,NA,WR,Madison,WI,USA,Wisconsin,2015
-1043783,Troy,Laufenberg,189,70,29,NA,RB,Waunakee,WI,USA,Wisconsin,2015
-1043785,Jacob,Maxwell,313,78,52,NA,OL,Greendale,WI,USA,Wisconsin,2015
-1043786,George,Panos,326,77,58,NA,OL,Hartland,WI,USA,Wisconsin,2015
-1043787,Jeremy,Patterson,350,75,92,NA,NT,Screven,GA,USA,Wisconsin,2015
-1043789,Max,Praschak,210,74,41,NA,OLB,Somerset,WI,USA,Wisconsin,2015
-1043790,Ryan,Ramczyk,314,78,65,NA,OL,Stevens Point,WI,USA,Wisconsin,2015
-1043791,Logan,Schmidt,306,76,76,NA,OL,Gotham,WI,USA,Wisconsin,2015
-1043792,Kelly,Thomas,274,78,66,NA,DE,Racine,WI,USA,Wisconsin,2015
-1043793,Bret,Verstegen,183,71,37,NA,S,Kimberly,WI,USA,Wisconsin,2015
-1043794,Thad,Armstrong,213,77,14,NA,QB,Ottawa,IL,USA,Wisconsin,2015
-1043795,Ray,Ball,321,79,71,NA,OL,Columbus,OH,USA,Wisconsin,2015
-1043796,Hayden,Biegel,299,79,74,NA,OL,Wisconsin Rapids,WI,USA,Wisconsin,2015
-1043797,John,Damrow,225,75,38,NA,TE,Delavan,WI,USA,Wisconsin,2015
-1043798,Ty,DeForest,220,72,54,NA,ILB,Marshall,WI,USA,Wisconsin,2015
-1043799,Terrance,Floyd,198,70,29,NA,CB,Boynton Beach,FL,USA,Wisconsin,2015
-1043800,D.J.,Gillins,198,75,7,NA,QB,Jacksonville,FL,USA,Wisconsin,2015
-1043801,Arthur,Goldberg,296,75,95,NA,DE,Mount Lebanon,PA,USA,Wisconsin,2015
-1043802,Jesse,Hayes,233,75,41,NA,OLB,Cincinnati,OH,USA,Wisconsin,2015
-1043803,Ben,Hemer,299,78,79,NA,OL,Medford,WI,USA,Wisconsin,2015
-1043804,Andrew,James,166,72,84,NA,WR,Fort Lauderdale,FL,USA,Wisconsin,2015
-1043805,Kellen,Jones,230,72,52,NA,ILB,Houston,TX,USA,Wisconsin,2015
-1043806,Jake,Keefer,273,75,93,NA,DE,Woodville,WI,USA,Wisconsin,2015
-1043807,Tyler,Marz,325,79,61,NA,OL,Springfield,MN,USA,Wisconsin,2015
-1043808,Aidan,McNamara,314,76,69,NA,OL,Madison,WI,USA,Wisconsin,2015
-1043809,T.J.,Reynard,170,70,11,NA,CB,Virginia Beach,VA,USA,Wisconsin,2015
-1043810,Andrew,Ruzek,258,78,97,NA,DE,Stevens Point,WI,USA,Wisconsin,2015
-1043811,Noah,Stengel,201,74,32,NA,WR,Sheboygan,WI,USA,Wisconsin,2015
-1043812,Elijah,Strong,170,72,26,NA,CB,Oak Creek,WI,USA,Wisconsin,2015
-1043813,Dan,Voltz,301,75,70,NA,OL,Barrington,IL,USA,Wisconsin,2015
-1043814,Walker,Williams,321,79,62,NA,OL,Tacoma,WA,USA,Wisconsin,2015
3925359,Adonis,Thomas,239,76,22,4,LB,Atlanta,GA,USA,Alabama,2015
3925358,Kendall,Sheffield,193,72,8,3,CB,Missouri City,TX,USA,Alabama,2015
535754,Alec,Morris,NA,75,11,NA,QB,Allen,TX,USA,Alabama,2015
3126355,Keith,Holcombe,236,76,42,NA,LB,Chicago,IL,USA,Alabama,2015
3126350,Joshua,Frazier,315,76,69,NA,DL,Andrews,TX,USA,Alabama,2015
535750,Cyrus,Jones,NA,70,5,NA,DB,Baltimore,MD,USA,Alabama,2015
535744,Kenyan,Drake,NA,73,17,NA,RB,Powder Spring,GA,USA,Alabama,2015
551295,Eddie,Jackson,NA,72,4,NA,DB,Lauderdale Lakes,FL,USA,Alabama,2015
559702,Cam,Sims,214,77,17,NA,WR,Lubbock,TX,USA,Alabama,2015
3925341,Mekhi,Brown,241,77,48,NA,LB,Chicago,IL,USA,Alabama,2015
3859006,Ronnie,Harrison,214,75,15,NA,DB,Leander,TX,USA,Alabama,2015
534455,Parker,Barrineau,NA,72,87,NA,WR,Northport,AL,USA,Alabama,2015
3133440,Levi,Wallace,183,72,39,NA,DB,Leander,TX,USA,Alabama,2015
559696,Tony,Brown,198,72,2,NA,DB,Leander,TX,USA,Alabama,2015
517255,Richard,Mullaney,NA,75,16,NA,WR,Thousand Oaks,CA,USA,Alabama,2015
551306,Maurice,Smith,NA,72,21,NA,DB,Sugar Land,TX,USA,Alabama,2015
513140,Jabriel,Washington,NA,71,23,NA,DB,Jackson,TN,USA,Alabama,2015
3925351,Austin,Johnson,202,74,27,NA,WR,Elba,AL,USA,Alabama,2015
3155683,Gunnar,Raborn,174,69,43,NA,PK,Lancaster,TX,USA,Alabama,2015
551289,Anthony,Averett,185,72,28,NA,DB,Leander,TX,USA,Alabama,2015
551307,ArDarius,Stewart,NA,73,13,NA,WR,Fultondale,AL,USA,Alabama,2015
546370,O.J.,Howard,NA,78,88,NA,TE,Prattville,AL,USA,Alabama,2015
535746,Brandon,Greene,NA,77,89,NA,TE,Ellenwood,GA,USA,Alabama,2015
3925347,Damien,Harris,215,71,34,4,RB,Richmond,KY,USA,Alabama,2015
3126368,JK,Scott,204,78,10,NA,P,Houston,TX,USA,Alabama,2015
534401,Michael,Nysewander,NA,73,46,NA,TE,Hoover,AL,USA,Alabama,2015
534667,Ty,Flournoy-Smith,NA,NA,NA,NA,WR,NA,NA,NA,Alabama,2015
534457,Chris,Black,NA,72,1,NA,WR,Jacksonville,FL,USA,Alabama,2015
535761,Dalvin,Tomlinson,NA,75,54,NA,DL,McDonaugh,GA,USA,Alabama,2015
535756,Reggie,Ragland,NA,74,19,NA,LB,Madison,AL,USA,Alabama,2015
551288,Jonathan,Allen,NA,75,93,NA,DL,Leesburg,VA,USA,Alabama,2015
3925339,Keaton,Anderson,196,73,31,3,DB,Florence,AL,USA,Alabama,2015
514124,Jake,Coker,NA,77,14,NA,QB,Mobile,AL,USA,Alabama,2015
3925357,Calvin,Ridley,190,73,3,NA,WR,Lubbock,TX,USA,Alabama,2015
3859100,Deionte,Thompson,196,74,14,3,DB,Orange,TX,USA,Alabama,2015
546368,Derrick,Henry,NA,75,2,NA,RB,Yulee,FL,USA,Alabama,2015
551309,Tim,Williams,NA,76,56,NA,LB,Baton Rouge,LA,USA,Alabama,2015
3126345,Ronnie,Clark,230,74,5,4,RB,Calera,AL,USA,Alabama,2015
3126356,Marlon,Humphrey,NA,73,26,NA,DB,Hoover,AL,USA,Alabama,2015
3126367,Bo,Scarbrough,235,74,9,NA,RB,Ewa Beach,HI,USA,Alabama,2015
534454,Ryan,Anderson,NA,74,22,NA,LB,Daphne,AL,USA,Alabama,2015
3925348,Hale,Hentges,254,77,84,4,TE,Jefferson City,MO,USA,Alabama,2015
3126352,Da'Shawn,Hand,288,76,9,NA,DL,Andrews,TX,USA,Alabama,2015
551293,Robert,Foster,194,74,1,NA,WR,Lubbock,TX,USA,Alabama,2015
535759,Geno,Matias-Smith,NA,72,24,NA,DB,Atlanta,GA,USA,Alabama,2015
535747,Adam,Griffith,NA,70,99,NA,PK,Calhoun,GA,USA,Alabama,2015
534397,Dillon,Lee,NA,76,25,NA,LB,Buford,GA,USA,Alabama,2015
3126358,Derek,Kief,204,76,81,4,WR,Cincinnati,OH,USA,Alabama,2015
3925345,Minkah,Fitzpatrick,202,73,29,NA,DB,Leander,TX,USA,Alabama,2015
559698,Shaun Dion,Hamilton,235,72,20,NA,LB,Chicago,IL,USA,Alabama,2015
3126349,Rashaan,Evans,234,75,32,NA,LB,Chicago,IL,USA,Alabama,2015
546359,Cooper,Bateman,217,75,18,NA,QB,Dallas,TX,USA,Alabama,2015
535741,Dakota,Ball,NA,75,44,NA,DL,Lindale,GA,USA,Alabama,2015
551292,Reuben,Foster,NA,73,10,NA,LB,Auburn,AL,USA,Alabama,2015
4040979,Aaron,Robinson,193,73,31,4,DB,Deerfield Beach,FL,USA,Alabama,2015
3126369,O.J.,Smith,320,74,99,4,DL,Bossier City,LA,USA,Alabama,2015
4241451,Isaiah,Buggs,286,77,49,4,DL,Ruston,LA,USA,Alabama,2015
3925346,Derrick,Gore,208,70,44,4,RB,Syracuse,NY,USA,Alabama,2015
4040967,BJ,Emmons,220,72,4,4,RB,Morganton,NC,USA,Alabama,2015
3858944,Blake,Barnett,225,77,11,4,QB,Corona,CA,USA,Alabama,2015
4040715,Jalen,Hurts,219,74,1,4,QB,Houston,TX,USA,Alabama,2015
4040723,T.J.,Simmons,201,74,1,4,WR,Birmingham,AL,USA,Alabama,2015
3925352,Xavian,Marks,174,68,19,4,WR,Rosenberg,TX,USA,Alabama,2015
3126364,Ross,Pierschbacher,309,76,71,4,OL,Cedar Falls,IA,USA,Alabama,2015
3126363,Jamey,Mosley,239,77,16,4,LB,Mobile,AL,USA,Alabama,2015
3925343,Daylon,Charlot,193,72,2,4,WR,Patterson,LA,USA,Alabama,2015
3126348,Johnny,Dwight,301,75,95,4,DL,Rochelle,GA,USA,Alabama,2015
4039233,Jake,Long,196,71,22,4,S,Columbus,OH,USA,Alabama,2015
3925342,Shawn,Burgess-Becker,224,74,28,4,LB,Miami,FL,USA,Alabama,2015
-1000818,Richie,Petitbon,316,76,72,NA,OL,Annapolis,MD,USA,Alabama,2015
-1000824,Bradley,Bozeman,314,77,75,NA,OL,Roanoke,AL,USA,Alabama,2015
-1000825,Hunter,Bryant,226,77,45,NA,TE,Roswell,GA,USA,Alabama,2015
-1000828,Bo,Grant,201,74,45,NA,DB,Valley,AL,USA,Alabama,2015
-1000831,J.C.,Hassenauer,295,74,63,NA,OL,Woodbury,MN,USA,Alabama,2015
-1000834,Brandon,Kennedy,305,75,56,NA,OL,Wetumpka,AL,USA,Alabama,2015
-1000838,Jonathan,Rice,215,76,37,NA,WR,Madison,AL,USA,Alabama,2015
-1000844,Dallas,Warmack,308,74,59,NA,OL,Atlanta,GA,USA,Alabama,2015
-1000845,Blaine,Anderson,187,70,41,NA,DB,Charlotte,NC,USA,Alabama,2015
-1000846,Josh,Casher,287,73,67,NA,OL,Mobile,AL,USA,Alabama,2015
-1000847,David,Cornwell,228,77,12,NA,QB,Norman,OK,USA,Alabama,2015
-1000848,Lester,Cotton,319,76,66,NA,OL,Tuscaloosa,AL,USA,Alabama,2015
-1000849,Will,Davis,315,77,62,NA,OL,Letohatchee,AL,USA,Alabama,2015
-1000850,Lawrence,Erekosima,180,67,43,NA,RB,Simpsonville,SC,USA,Alabama,2015
-1000851,Raheem,Falkins,200,76,80,NA,WR,New Orleans,LA,USA,Alabama,2015
-1000852,Derrick,Garnett,240,73,46,NA,LB,Tuscaloosa,AL,USA,Alabama,2015
-1000854,Truett,Harris,235,75,86,NA,TE,Brentwood,TN,USA,Alabama,2015
-1000857,Korren,Kirven,311,76,78,NA,OL,Lynchburg,VA,USA,Alabama,2015
-1000860,Torin,Marks,175,71,35,NA,DB,Rosenberg,TX,USA,Alabama,2015
-1000862,Cole,Mazza,235,74,55,NA,LS,Bakersfield,CA,USA,Alabama,2015
-1000863,Brandon,Moore,248,72,64,NA,OL,Cincinnati,OH,USA,Alabama,2015
-1000866,Armani,Purifoye,193,72,89,NA,WR,Kingsland,GA,USA,Alabama,2015
-1000867,Cam,Robinson,310,78,74,NA,OL,Monroe,LA,USA,Alabama,2015
-1000868,Nate,Staskelunas,207,75,34,NA,DB,Greenville,NC,USA,Alabama,2015
-1000869,Alphonse,Taylor,345,77,50,NA,OL,Mobile,AL,USA,Alabama,2015
-1000870,Thomas,Woods,165,66,35,NA,WR,Birmingham,AL,USA,Alabama,2015
-1000871,Nolan,Boatner,272,74,61,NA,OL,Gadsden,AL,USA,Alabama,2015
-1000873,Gussie,Busch,205,71,43,NA,LB,St. Louis,MO,USA,Alabama,2015
-1000874,Paden,Crowder,208,75,39,NA,LB,Vestavia Hils,AL,USA,Alabama,2015
-1000875,David,D'Amico,211,72,48,NA,TE,Birmingham,AL,USA,Alabama,2015
-1000876,Denzel,Devall,252,74,30,NA,LB,Bastrop,LA,USA,Alabama,2015
-1000877,TY,Flournoy-Smith,247,75,83,NA,TE,Moultrie,GA,USA,Alabama,2015
-1000878,Alex,Harrelson,234,72,58,NA,LS,Vestavia Hills,AL,USA,Alabama,2015
-1000879,Stephen,Hodge,254,74,96,NA,DL,Akron,AL,USA,Alabama,2015
-1000880,Tevin,Isom,185,73,39,NA,WR,Atlanta,GA,USA,Alabama,2015
-1000881,Dominick,Jackson,315,78,76,NA,OL,Cupertino,CA,USA,Alabama,2015
-1000882,Bernel,Jones,248,74,89,NA,LB,Montgomery,AL,USA,Alabama,2015
-1000883,Laurence Hootie,Jones,219,74,6,NA,DB,Monroe,LA,USA,Alabama,2015
-1000884,Walker,Jones,240,74,35,NA,LB,Germantown,TN,USA,Alabama,2015
-1000885,Ryan,Kelly,297,77,70,NA,OL,West Chester,OH,USA,Alabama,2015
-1000886,Darren,Lake,315,75,95,NA,DL,York,AL,USA,Alabama,2015
-1000887,Isaac,Luatua,315,74,68,NA,OL,La Mirada,CA,USA,Alabama,2015
-1000888,Daron,Payne,315,74,94,NA,DL,Birmingham,AL,USA,Alabama,2015
-1000889,D.J.,Pettway,270,74,57,NA,DL,Pensacola,FL,USA,Alabama,2015
-1000890,Chris,Posa,281,76,65,NA,OL,Commerce,MI,USA,Alabama,2015
-1000891,Cedric,Powell,185,71,45,NA,DB,Birmingham,AL,USA,Alabama,2015
-1000892,Jarran,Reed,313,76,90,NA,DL,Goldsboro,NC,USA,Alabama,2015
-1000893,A'Shawn,Robinson,312,76,86,NA,DL,Fort Worth,TX,USA,Alabama,2015
-1000895,Bradley,Sylve,180,72,3,NA,DB,Port Sulphur,LA,USA,Alabama,2015
-1000897,Brandon,Turner,171,69,29,NA,RB,Birmingham,AL,USA,Alabama,2015
-1000898,Thayer,Weaver,180,71,82,NA,WR,St. Louis,MO,USA,Alabama,2015
-1000899,JaMichael,Willis,180,72,82,NA,WR,Gardendale,AL,USA,Alabama,2015
3126362,Christian,Miller,244,76,47,4,LB,Columbia,SC,USA,Alabama,2015
3925353,Joshua,McMillon,237,75,40,4,LB,Memphis,TN,USA,Alabama,2015
536548,Jaquan,White,NA,70,9,NA,WR,Dallas,TX,USA,UTEP,2015
3915887,Sky,Logan,280,73,56,NA,DL,Andrews,TX,USA,UTEP,2015
3915895,Christian,Richardson,300,75,99,NA,DL,Andrews,TX,USA,UTEP,2015
515922,Kelvin,Fisher Jr.,NA,71,8,NA,DB,Gilbert,AZ,USA,UTEP,2015
3932305,TK,Powell,195,71,23,3,RB,Fort Worth,TX,USA,UTEP,2015
545834,Darrin,Laufasa,NA,73,30,NA,RB,Bothell,WA,USA,UTEP,2015
3124698,Ryan,Metz,210,75,12,4,QB,El Paso,TX,USA,UTEP,2015
531475,Brian,Madunezim,NA,75,97,NA,DL,Houston,TX,USA,UTEP,2015
3124723,Daniel,Siller,NA,73,19,NA,WR,Torreon,,Mexico,UTEP,2015
529479,Brendan,Royal,NA,72,24,NA,DB,Oakland,CA,USA,UTEP,2015
3124720,Sterling,Napier,250,76,81,NA,TE,Lewisville,TX,USA,UTEP,2015
534882,Jeremiah,Laufasa,NA,70,4,NA,RB,Seattle,WA,USA,UTEP,2015
546110,Cole,Rogers,NA,76,89,NA,TE,Dripping Springs,TX,USA,UTEP,2015
545833,Aaron,Jones,NA,70,29,NA,RB,El Paso,TX,USA,UTEP,2015
531465,Silas,Firstley,NA,72,54,NA,LB,Mesquite,TX,USA,UTEP,2015
3915877,Gene,Hopkins,NA,75,49,NA,DL,Elgin,TX,USA,UTEP,2015
3124702,Nik,Needham,203,72,5,4,DB,Buena Park,CA,USA,UTEP,2015
546104,Mack,Leftwich,NA,70,11,NA,QB,Wexford,PA,USA,UTEP,2015
545824,Devin,Cockrell,200,72,27,NA,DB,Leander,TX,USA,UTEP,2015
531472,Leon,Hayes,NA,70,5,NA,DB,Las Vegas,NV,USA,UTEP,2015
3915868,Kalon,Beverly,195,73,1,4,DB,New Orleans,LA,USA,UTEP,2015
531479,Da'Carlos,Renfro,NA,70,6,NA,DB,Orange,TX,USA,UTEP,2015
531482,Garrett,Simpson,NA,79,17,NA,QB,The Colony,TX,USA,UTEP,2015
3915879,Kavika,Johnson,215,73,7,4,WR,Las Cruces,NM,USA,UTEP,2015
531459,Trey,Brown,NA,72,35,NA,LB,Brownwood,TX,USA,UTEP,2015
3124697,Donovan,Walker,179,73,82,NA,WR,Lubbock,TX,USA,UTEP,2015
531469,Autrey,Golden,NA,71,8,NA,WR,Willis,TX,USA,UTEP,2015
3124707,Lawrence,Montegut,225,74,33,NA,LB,Chicago,IL,USA,UTEP,2015
3124724,Augie,Touris,270,76,88,NA,TE,Lewisville,TX,USA,UTEP,2015
500708,Traun,Roberson,NA,72,3,NA,DB,DeSoto,TX,USA,UTEP,2015
531470,Christian,Harper,NA,76,66,NA,DL,Galena Park,TX,USA,UTEP,2015
517343,Hayden,Plinke,NA,76,80,NA,TE,Hillsboro,OR,USA,UTEP,2015
3915883,Cedrick,Lang,NA,81,80,NA,TE,Sioux Falls,SD,USA,UTEP,2015
511588,Ishmael,Harrison,NA,72,2,NA,DB,Red Oak,TX,USA,UTEP,2015
3139568,Anthony,Kyles,NA,74,67,NA,OL,Los Angeles,CA,USA,UTEP,2015
3124712,Luke,Elsner,240,76,84,NA,DL,Andrews,TX,USA,UTEP,2015
3915873,Cole,Ford,245,76,86,NA,TE,Lewisville,TX,USA,UTEP,2015
531468,Cole,Freytag,NA,73,11,NA,WR,El Paso,TX,USA,UTEP,2015
3124722,Tyler,Batson,205,74,1,NA,WR,Lubbock,TX,USA,UTEP,2015
546119,Nick,Usher,NA,76,36,NA,LB,Los Angeles,CA,USA,UTEP,2015
3915894,Warren,Redix,185,70,10,4,WR,El Paso,TX,USA,UTEP,2015
511566,LaQuintus,Dowell,NA,70,7,NA,RB,Humble,TX,USA,UTEP,2015
549848,Alvin,Jones,230,71,16,NA,LB,Chicago,IL,USA,UTEP,2015
3087110,Johnny,Jones,220,73,8,NA,LB,Chicago,IL,USA,UTEP,2015
546114,Mikael,Sroka,NA,70,37,NA,PK,Argyle,TX,USA,UTEP,2015
546107,Brandon,Moss,190,75,6,NA,WR,Lubbock,TX,USA,UTEP,2015
546106,Jay,Mattox,NA,72,47,NA,PK,Las Vegas,NV,USA,UTEP,2015
531483,Dashone,Smith,NA,73,21,NA,DB,Spring,TX,USA,UTEP,2015
3139570,Devin,Simmons,NA,72,10,NA,LB,El Paso,TX,USA,UTEP,2015
522531,Jimmy,Musgrave,NA,72,10,NA,LB,Victorville,CA,USA,UTEP,2015
531466,Cooper,Foster,NA,73,44,NA,LB,Cedar Park,TX,USA,UTEP,2015
3915889,Alan,Luna,205,73,46,NA,PK,Lancaster,TX,USA,UTEP,2015
545819,Gino,Bresolin,NA,73,63,NA,DL,Redmond,WA,USA,UTEP,2015
3932306,Orion,Prescott,NA,68,23,NA,RB,Seattle,WA,USA,UTEP,2015
3915878,Treyvon,Hughes,235,73,19,4,RB,Carrollton,TX,USA,UTEP,2015
3124713,Mike,Sota,280,77,55,4,DE,Placentia,CA,USA,UTEP,2015
4260786,Jake,Sammut,170,68,20,4,LS,Mohave Valley,AZ,USA,UTEP,2015
4276416,Erik,Brown,175,73,11,4,WR,San Bernardino,CA,USA,UTEP,2015
3915870,Jerrell,Brown,195,73,18,3,DB,Perris,CA,USA,UTEP,2015
3915871,Foster,Dixson,256,76,99,3,DL,Los Angeles,CA,USA,UTEP,2015
3124708,Sloan,Spiller,221,73,82,4,FB,Katy,TX,USA,UTEP,2015
4040506,Mark,Torrez,195,72,3,3,WR,El Paso,TX,USA,UTEP,2015
4245239,Kahani,Smith,190,73,24,4,DB,Los Angeles,CA,USA,UTEP,2015
4245234,Jamar,Smith,230,70,29,4,LB,Lyons,GA,USA,UTEP,2015
3156275,Jason,Filley,197,72,49,4,PK,El Paso,TX,USA,UTEP,2015
4040480,Christian,Buckingham,280,76,87,4,DL,Tafuna,NA,American Samoa,UTEP,2015
4040508,Quardraiz,Wadley,220,72,2,4,RB,Kennedale,TX,USA,UTEP,2015
3125298,Khalil,Rashaad-Brown,195,70,10,3,DB,Carson,CA,USA,UTEP,2015
3915880,Terry,Juniel,180,70,2,4,WR,Surprise,AZ,USA,UTEP,2015
-1039236,Jerrod,Brooks,312,78,72,NA,OL,Dallas,TX,USA,UTEP,2015
