athlete_id,first_name,last_name,team,weight,height,jersey,year,position,home_city,home_state,home_country,home_latitude,home_longitude,home_county_fips,recruit_ids,headshot_url,season
106327,Jason,Johnson,Murray State,NA,72,5,NA,DB,Pahokee,FL,USA,26.8200607,-80.6653351,12099,,https://a.espncdn.com/i/headshots/college-football/players/full/106327.png,2018
174194,Brett,Johnson,California,NA,73,25,NA,DB,Las Vegas,NV,USA,36.1672559,-115.1485163,32003,,https://a.espncdn.com/i/headshots/college-football/players/full/174194.png,2018
183335,Kyle,Williams,Arizona State,NA,70,6,NA,WR,Scottsdale,AZ,USA,33.4942189,-111.9260184,04013,,https://a.espncdn.com/i/headshots/college-football/players/full/183335.png,2018
189239,Chris,James,Stephen F. Austin,195,71,12,NA,WR,Orange,TX,USA,30.0929879,-93.7365549,48361,,https://a.espncdn.com/i/headshots/college-football/players/full/189239.png,2018
232454,Justin,Fields,Georgia,NA,73,46,NA,FB,Savannah,GA,USA,32.0809263,-81.0911768,13051,,https://a.espncdn.com/i/headshots/college-football/players/full/232454.png,2018
233187,Alex,Johnson,Holy Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,https://a.espncdn.com/i/headshots/college-football/players/full/233187.png,2018
246044,Tyler,Johnson,Minnesota,205,74,6,4,WR,Minneapolis,MN,USA,44.9772995,-93.2654692,27053,,https://a.espncdn.com/i/headshots/college-football/players/full/246044.png,2018
498839,Darius,Johnson,Morgan State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,https://a.espncdn.com/i/headshots/college-football/players/full/498839.png,2018
501592,Patrick,McNeil,Middle Tennessee,320,73,78,3,OL,Mobile,AL,USA,30.6943566,-88.0430541,01097,,https://a.espncdn.com/i/headshots/college-football/players/full/501592.png,2018
513670,Logan,Parker,Southern Utah,240,76,19,NA,TE,Lewisville,TX,USA,33.046233,-96.994174,48121,,https://a.espncdn.com/i/headshots/college-football/players/full/513670.png,2018
518336,Gavin,Fowler,BYU,191,72,16,4,DB,Kaysville,UT,USA,41.0349847,-111.9383931,49011,,https://a.espncdn.com/i/headshots/college-football/players/full/518336.png,2018
529948,Bryton,Barr,UMass,225,73,44,4,LB,Camp Hill,PA,USA,40.2398118,-76.9199742,42041,,https://a.espncdn.com/i/headshots/college-football/players/full/529948.png,2018
530619,McCoy,Hill,Southern Utah,260,78,32,NA,QB,Sandy,UT,USA,40.5664878,-111.838904,49035,,https://a.espncdn.com/i/headshots/college-football/players/full/530619.png,2018
530622,Corbin,Kaufusi,BYU,280,81,90,4,DL,Provo,UT,USA,40.2338438,-111.6585337,49049,,https://a.espncdn.com/i/headshots/college-football/players/full/530622.png,2018
530626,Sawyer,Powell,BYU,200,73,28,4,DB,West Richland,WA,USA,46.3003915,-119.3473121,53005,,https://a.espncdn.com/i/headshots/college-football/players/full/530626.png,2018
531024,Chase,Hansen,Utah,230,75,22,4,LB,Highland,UT,USA,40.4190328,-111.7921626,49049,,https://a.espncdn.com/i/headshots/college-football/players/full/531024.png,2018
531028,Ofa,Latu,Utah State,220,73,40,4,LB,Provo,UT,USA,40.2338438,-111.6585337,49049,,https://a.espncdn.com/i/headshots/college-football/players/full/531028.png,2018
536115,Roman,Andrus,Utah State,300,76,76,4,OL,El Dorado Hills,CA,USA,38.6561185,-121.0743265,06017,,https://a.espncdn.com/i/headshots/college-football/players/full/536115.png,2018
536118,Dylan,Collie,BYU,175,70,23,NA,WR,El Dorado Hills,CA,USA,38.6561185,-121.0743265,06017,,https://a.espncdn.com/i/headshots/college-football/players/full/536118.png,2018
536119,Brayden,El-Bakri,BYU,240,72,35,4,RB,Salt Lake City,UT,USA,40.7596198,-111.8867975,49035,,https://a.espncdn.com/i/headshots/college-football/players/full/536119.png,2018
536122,Matt,Hadley,BYU,215,72,2,4,RB,Connell,WA,USA,46.6603954,-118.8611976,53021,,https://a.espncdn.com/i/headshots/college-football/players/full/536122.png,2018
536131,Butch,Pau'u,BYU,225,72,38,4,LB,Anaheim,CA,USA,33.8347516,-117.911732,06059,,https://a.espncdn.com/i/headshots/college-football/players/full/536131.png,2018
536132,Nate,Sampson,BYU,236,74,35,4,LB,Pleasant Grove,UT,USA,40.3641184,-111.73854,49049,,https://a.espncdn.com/i/headshots/college-football/players/full/536132.png,2018
536133,Rhett,Sandlin,BYU,235,75,46,4,LB,Sandy,UT,USA,40.5664878,-111.838904,49035,,https://a.espncdn.com/i/headshots/college-football/players/full/536133.png,2018
538261,Lloyd,Stephens,Southern Utah,230,74,92,NA,DL,Andrews,TX,USA,32.3187158,-102.5457155,48003,,https://a.espncdn.com/i/headshots/college-football/players/full/538261.png,2018
538443,Derian,Moore,LSU,215,73,36,2,S,Houma,LA,USA,29.5957696,-90.7195348,22109,,https://a.espncdn.com/i/headshots/college-football/players/full/538443.png,2018
545334,Kolney,Cassel,Hawai'i,200,74,3,NA,QB,Yakima,WA,USA,46.601557,-120.5108421,53077,,https://a.espncdn.com/i/headshots/college-football/players/full/545334.png,2018
545389,D.A.,Williams,UAB,180,70,1,4,CB,St. Augustine,FL,USA,29.8946952,-81.3145395,12109,,https://a.espncdn.com/i/headshots/college-football/players/full/545389.png,2018
545456,Berkley,Edwards,Michigan,200,69,32,4,RB,Novi,MI,USA,42.48059,-83.4754913,26125,,https://a.espncdn.com/i/headshots/college-football/players/full/545456.png,2018
545682,A.J.,Erdely,UAB,220,76,11,4,QB,Cumming,GA,USA,34.2073196,-84.1401926,13117,,https://a.espncdn.com/i/headshots/college-football/players/full/545682.png,2018
545683,Brent,Stockstill,Middle Tennessee,215,72,12,4,QB,Murfreesboro,TN,USA,35.845999,-86.3920452,47149,,https://a.espncdn.com/i/headshots/college-football/players/full/545683.png,2018
545701,Ishmael,Aurismond,Alabama State,240,75,49,NA,DE,Fairfield,TX,USA,31.7244035,-96.1648789,48161,,https://a.espncdn.com/i/headshots/college-football/players/full/545701.png,2018
545708,Jahmal,Jones,Middle Tennessee,257,75,43,4,DE,Norcross,GA,USA,33.9412127,-84.2135309,13135,,https://a.espncdn.com/i/headshots/college-football/players/full/545708.png,2018
545729,Austin,Robinson,Houston,240,75,22,4,S,Houston,TX,USA,29.7589382,-95.3676974,48201,,https://a.espncdn.com/i/headshots/college-football/players/full/545729.png,2018
545796,Tanner,Mangum,BYU,215,75,12,4,QB,Eagle,ID,USA,43.6954424,-116.3540138,16001,,https://a.espncdn.com/i/headshots/college-football/players/full/545796.png,2018
545883,Alex,Kjellsten,McNeese,164,0,37,NA,PK,Lancaster,TX,USA,32.5920798,-96.7561083,48113,,https://a.espncdn.com/i/headshots/college-football/players/full/545883.png,2018
546088,Bryce,Douglas,Northern Iowa,291,73,98,NA,DL,Andrews,TX,USA,32.3187158,-102.5457155,48003,,https://a.espncdn.com/i/headshots/college-football/players/full/546088.png,2018
546100,Matt,Barnes,Louisiana,255,75,86,4,TE,Groesbeck,TX,USA,31.5243379,-96.5338693,48293,,https://a.espncdn.com/i/headshots/college-football/players/full/546100.png,2018
546288,Ryan,Finley,NC State,212,76,15,4,QB,Phoenix,AZ,USA,33.4484367,-112.0741417,04013,,https://a.espncdn.com/i/headshots/college-football/players/full/546288.png,2018
546290,Kendal,Keys,UNLV,205,76,84,4,WR,San Diego,CA,USA,32.7174209,-117.1627714,06073,,https://a.espncdn.com/i/headshots/college-football/players/full/546290.png,2018
546295,Durrant,Miles,Boise State,266,77,91,4,DE,South Jordan,UT,USA,40.5621704,-111.929658,49035,,https://a.espncdn.com/i/headshots/college-football/players/full/546295.png,2018
