athlete_id,first_name,last_name,team,weight,height,jersey,year,position,home_city,home_state,home_country,home_latitude,home_longitude,home_county_fips,recruit_ids,headshot_url,season
107494,Trey,Sanders,Alabama,222,72,2,4,RB,Port Saint Joe,FL,USA,29.8118757,-85.302974,12045,,https://a.espncdn.com/i/headshots/college-football/players/full/107494.png,2019
173231,Tim,Smith,VMI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,https://a.espncdn.com/i/headshots/college-football/players/full/173231.png,2019
174194,Brett,Johnson,California,NA,73,25,NA,DB,Las Vegas,NV,USA,36.1672559,-115.1485163,32003,,https://a.espncdn.com/i/headshots/college-football/players/full/174194.png,2019
183335,Kyle,Williams,Arizona State,NA,70,6,NA,WR,Scottsdale,AZ,USA,33.4942189,-111.9260184,04013,,https://a.espncdn.com/i/headshots/college-football/players/full/183335.png,2019
246044,Tyler,Johnson,Minnesota,205,74,6,4,WR,Minneapolis,MN,USA,44.9772995,-93.2654692,27053,,https://a.espncdn.com/i/headshots/college-football/players/full/246044.png,2019
479316,Jonathan,Jones,Campbell,195,72,15,4,DB,Jacksonville,FL,USA,30.3321838,-81.655651,12031,,https://a.espncdn.com/i/headshots/college-football/players/full/479316.png,2019
501592,Patrick,McNeil,Middle Tennessee,320,73,78,3,OL,Mobile,AL,USA,30.6943566,-88.0430541,01097,,https://a.espncdn.com/i/headshots/college-football/players/full/501592.png,2019
530626,Sawyer,Powell,BYU,200,73,28,4,DB,West Richland,WA,USA,46.3003915,-119.3473121,53005,,https://a.espncdn.com/i/headshots/college-football/players/full/530626.png,2019
538443,Derian,Moore,LSU,215,73,36,2,S,Houma,LA,USA,29.5957696,-90.7195348,22109,,https://a.espncdn.com/i/headshots/college-football/players/full/538443.png,2019
549649,Kalaii,Griffin,UTEP,215,73,7,4,LB,Bethesda,MD,USA,38.9819845,-77.12423413116392,24031,,https://a.espncdn.com/i/headshots/college-football/players/full/549649.png,2019
551052,Trajan,Pili,BYU,255,74,52,4,DL,Las Vegas,NV,USA,36.1672559,-115.1485163,32003,,https://a.espncdn.com/i/headshots/college-football/players/full/551052.png,2019
551054,Addison,Pulsipher,BYU,293,77,72,4,OL,Temecula,CA,USA,33.4946353,-117.1473661,06065,,https://a.espncdn.com/i/headshots/college-football/players/full/551054.png,2019
551056,Thomas,Shoaf,BYU,300,77,59,4,OL,Columbus,IN,USA,39.2014405,-85.9213796,18005,,https://a.espncdn.com/i/headshots/college-football/players/full/551056.png,2019
553292,Lehi,Afatasi,Southern Utah,300,73,46,NA,DL,Andrews,TX,USA,32.3187158,-102.5457155,48003,,https://a.espncdn.com/i/headshots/college-football/players/full/553292.png,2019
2097454,,,Toledo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,https://a.espncdn.com/i/headshots/college-football/players/full/2097454.png,2019
2561489,Zach,Von Rosenberg,LSU,245,77,38,4,P,Zachary,LA,USA,30.6485191,-91.1564961,22033,,https://a.espncdn.com/i/headshots/college-football/players/full/2561489.png,2019
2991949,,,Liberty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,https://a.espncdn.com/i/headshots/college-football/players/full/2991949.png,2019
3116074,Rodney,Smith,Minnesota,210,71,1,4,RB,Jonesboro,GA,USA,33.5215013,-84.3538128,13063,,https://a.espncdn.com/i/headshots/college-football/players/full/3116074.png,2019
3116113,Trai,Mosley,Central Arkansas,168,70,16,NA,DB,Pflugerville,TX,USA,30.4393696,-97.6200043,48453,,https://a.espncdn.com/i/headshots/college-football/players/full/3116113.png,2019
3116157,Torrence,Brown,Southern Mississippi,255,76,16,4,DE,Tuscaloosa,AL,USA,33.2095614,-87.5675258,01125,,https://a.espncdn.com/i/headshots/college-football/players/full/3116157.png,2019
3116454,Hunter,Brown,Sam Houston State,225,73,25,NA,LB,Weston,FL,USA,26.103632,-80.40310198173701,12011,,https://a.espncdn.com/i/headshots/college-football/players/full/3116454.png,2019
3116577,Edgar,Cerenord,Duke,305,73,92,4,DT,Miami,FL,USA,25.7742658,-80.1936589,12086,,https://a.espncdn.com/i/headshots/college-football/players/full/3116577.png,2019
3116660,Cornelius,Sturghill,Louisville,194,71,6,4,DB,Memphis,TN,USA,35.1490215,-90.0516285,47157,,https://a.espncdn.com/i/headshots/college-football/players/full/3116660.png,2019
3116684,Thomas,Jackson,Louisville,200,71,14,4,WR,Charlotte,NC,USA,35.2272,-80.843083,37119,,https://a.espncdn.com/i/headshots/college-football/players/full/3116684.png,2019
3116703,Brandon,Fritts,North Carolina,250,75,82,4,TE,Mentor,OH,USA,41.6661573,-81.339552,39085,,https://a.espncdn.com/i/headshots/college-football/players/full/3116703.png,2019
3116736,Deonte,Holden,NC State,249,76,55,4,DE,Landover,MD,USA,38.9340002,-76.8966397,24033,,https://a.espncdn.com/i/headshots/college-football/players/full/3116736.png,2019
3116773,Shai,McKenzie,Hampton,220,71,2,NA,RB,Washington,PA,USA,40.17396,-80.2461714,42125,,https://a.espncdn.com/i/headshots/college-football/players/full/3116773.png,2019
3117243,Isaiah,Brandt-Sims,Stanford,187,71,6,4,WR,Wenatchee,WA,USA,47.4234599,-120.3103494,53007,,https://a.espncdn.com/i/headshots/college-football/players/full/3117243.png,2019
3118134,Christian,Montano,Tulane,300,76,58,4,OL,Orange,CT,USA,41.2784304,-73.0256609,09009,,https://a.espncdn.com/i/headshots/college-football/players/full/3118134.png,2019
3118181,Charlie,Flores,SMU,312,76,63,4,OL,Fort Worth,TX,USA,32.753177,-97.3327459,48439,,https://a.espncdn.com/i/headshots/college-football/players/full/3118181.png,2019
3118460,Tony,Fair,UAB,335,75,90,4,DL,South Bend,IN,USA,41.6833813,-86.2500066,18141,,https://a.espncdn.com/i/headshots/college-football/players/full/3118460.png,2019
3118474,Haki,Woods Jr.,Oregon,200,75,14,4,CB,Chicago,IL,USA,41.8755616,-87.6244212,17031,,https://a.espncdn.com/i/headshots/college-football/players/full/3118474.png,2019
3119342,Garrett,Marino,UAB,290,74,1,4,DL,Mission Viejo,CA,USA,33.5965685,-117.659405,06059,,https://a.espncdn.com/i/headshots/college-football/players/full/3119342.png,2019
3119536,Semise,Kofe,Portland State,280,73,95,NA,DT,Portland,OR,USA,45.5202471,-122.6741949,41051,,https://a.espncdn.com/i/headshots/college-football/players/full/3119536.png,2019
3120945,Joey,Banks,Buffalo,200,70,9,4,S,Sacramento,CA,USA,38.5815719,-121.4943996,06067,,https://a.espncdn.com/i/headshots/college-football/players/full/3120945.png,2019
3120964,George,Obinna,Sacramento State,230,74,99,NA,DL,Andrews,TX,USA,32.3187158,-102.5457155,48003,,https://a.espncdn.com/i/headshots/college-football/players/full/3120964.png,2019
3121083,Jacob,Knipp,Northern Colorado,210,76,7,NA,QB,Dallas,TX,USA,32.7762719,-96.7968559,48113,,https://a.espncdn.com/i/headshots/college-football/players/full/3121083.png,2019
3121097,Nick,Johnson,Northern Colorado,230,74,42,NA,DE,Sauk Village,IL,USA,41.4883685,-87.5675414,17031,,https://a.espncdn.com/i/headshots/college-football/players/full/3121097.png,2019
3121428,Darius,Slade,South Florida,257,77,42,4,DL,Montclair,NJ,USA,40.8164458,-74.2210643,34013,,https://a.espncdn.com/i/headshots/college-football/players/full/3121428.png,2019
3121554,Caleb,Kinlaw,South Carolina,202,70,32,4,RB,Goose Creek,SC,USA,32.9961038,-80.0387292,45015,,https://a.espncdn.com/i/headshots/college-football/players/full/3121554.png,2019
3122109,Rocel,McWilliams,South Alabama,255,75,98,4,DL,Pensacola,FL,USA,30.421309,-87.2169149,12033,,https://a.espncdn.com/i/headshots/college-football/players/full/3122109.png,2019
3122128,Nick,Harvey,North Texas,190,70,9,4,DB,Lancaster,TX,USA,32.5920798,-96.7561083,48113,,https://a.espncdn.com/i/headshots/college-football/players/full/3122128.png,2019
3122176,Gage,Gubrud,Washington State,208,74,4,4,QB,Mcminnville,OR,USA,45.2100367,-123.194463,41071,,https://a.espncdn.com/i/headshots/college-football/players/full/3122176.png,2019
3122413,Nick,Basquine,Oklahoma,202,71,83,4,WR,Norman,OK,USA,35.2225717,-97.4394816,40027,,https://a.espncdn.com/i/headshots/college-football/players/full/3122413.png,2019
3122552,Jonathan,Haden,UAB,175,67,1,4,RB,Upper Marlboro,MD,USA,38.8165274,-76.7519753,24033,,https://a.espncdn.com/i/headshots/college-football/players/full/3122552.png,2019
3122676,Khalil,Oliver,Missouri,210,73,20,4,S,Meridian,ID,USA,43.6086295,-116.392326,16001,,https://a.espncdn.com/i/headshots/college-football/players/full/3122676.png,2019
3122726,Ray,Ellis,Florida Atlantic,285,73,11,4,DT,Egg Harbor Township,NJ,USA,39.3820672,-74.6171489,34001,,https://a.espncdn.com/i/headshots/college-football/players/full/3122726.png,2019
3122790,Darius,Wade,Bowling Green,225,73,6,4,QB,Middletown,DE,USA,39.4496857,-75.7166811,10003,,https://a.espncdn.com/i/headshots/college-football/players/full/3122790.png,2019
3122849,Richard,Yeargin,Boston College,280,76,2,4,DE,Lauderdale Lakes,FL,USA,26.1667184,-80.2085565,12011,,https://a.espncdn.com/i/headshots/college-football/players/full/3122849.png,2019
3123850,J.T.,Ibe,South Carolina,195,70,29,4,S,Mansfield,TX,USA,32.5631924,-97.1416768,48439,,https://a.espncdn.com/i/headshots/college-football/players/full/3123850.png,2019
3123854,Aston,Walter,Rice,201,68,1,4,RB,Crosby,TX,USA,29.9118885,-95.0621941,48201,,https://a.espncdn.com/i/headshots/college-football/players/full/3123854.png,2019
3124002,Antwan,Cordy,Syracuse,189,68,8,4,DB,Homestead,FL,USA,25.4718946,-80.4759905,12086,,https://a.espncdn.com/i/headshots/college-football/players/full/3124002.png,2019
3124112,Justin,Herron,Wake Forest,290,77,75,4,OL,Silver Spring,MD,USA,38.9959461,-77.0276231,24031,,https://a.espncdn.com/i/headshots/college-football/players/full/3124112.png,2019
3124114,Cortez,Lewis,Hampton,205,73,15,NA,WR,Demopolis,AL,USA,32.5178284,-87.8368201,01091,,https://a.espncdn.com/i/headshots/college-football/players/full/3124114.png,2019
3124529,Kilton,Anderson,William & Mary,205,74,7,4,QB,Naples,FL,USA,26.1421976,-81.7942944,12021,,https://a.espncdn.com/i/headshots/college-football/players/full/3124529.png,2019
3124641,Lucas,Weber,Nevada,230,73,24,4,LB,Reno,NV,USA,39.5261206,-119.8126581,32031,,https://a.espncdn.com/i/headshots/college-football/players/full/3124641.png,2019
3124701,Adrian,Hynson,UTEP,195,70,12,4,DB,Corpus Christi,TX,USA,27.7477253,-97.4014129,48355,,https://a.espncdn.com/i/headshots/college-football/players/full/3124701.png,2019
3124716,Derron,Gatewood,UTEP,300,74,65,4,OL,Odessa,TX,USA,31.8457149,-102.367687,48135,,https://a.espncdn.com/i/headshots/college-football/players/full/3124716.png,2019
3124884,Gunnar,Amos,Idaho State,191,73,12,NA,QB,Dallas,TX,USA,32.7762719,-96.7968559,48113,,https://a.espncdn.com/i/headshots/college-football/players/full/3124884.png,2019
3124900,Jake,Luton,Oregon State,229,79,6,4,QB,Marysville,WA,USA,48.0517429,-122.1768209,53061,,https://a.espncdn.com/i/headshots/college-football/players/full/3124900.png,2019
3125336,Kevin,Thomson,Sacramento State,200,73,7,4,QB,Dallas,TX,USA,32.7762719,-96.7968559,48113,,https://a.espncdn.com/i/headshots/college-football/players/full/3125336.png,2019
3125377,Gasetoto,Schuster,Southern Utah,295,72,56,4,?,Long Beach,CA,USA,33.7690164,-118.1916048,06037,,https://a.espncdn.com/i/headshots/college-football/players/full/3125377.png,2019
3125741,Jacob,White,Ball State,230,72,2,4,LB,Clarendon Hills,IL,USA,41.7961237,-87.9551429,17043,,https://a.espncdn.com/i/headshots/college-football/players/full/3125741.png,2019
3125803,Clay,Walderzak,Central Michigan,279,76,78,4,OL,Standish,MI,USA,43.983076,-83.95888,26011,,https://a.espncdn.com/i/headshots/college-football/players/full/3125803.png,2019
